name,date,time,weight,bellyscore,feeding
L-106,1999-04-22,18:39,31.5,F,
L-106,1999-04-23,18:33,36.6,B,F
L-106,1999-04-24,17:18,32.9,N to F,
L-106,1999-05-04,17:54,34.8,B,F
L-106,1999-05-08,9:55,31.7,N to F,
L-106,1999-05-10,7:35,35.7,F to B,
L-106,1999-05-20,18:02,32.7,N to F,
L-106,1999-05-21,7:13,33.1,N to F,
L-106,1999-06-04,7:09,33.1,N,
L-106,1999-06-09,7:32,37.2,F,
L-106,1999-11-28,9:33,47.8,F,
L-106,1999-11-29,10:21,44.3,F,
L-106,1999-12-03,17:33,44.5,B,
L-106,1999-12-18,0:00,39.3,N,
L-106,1999-12-31,11:21,39.9,N,
L-106,2000-01-28,8:37,45.3,N to F,
L-106,2000-02-04,18:28,43.8,N,
L-106,2000-02-21,18:15,49.4,F,F
L-106,2000-09-27,17:58,51.9,N to F,
L-106,2000-09-30,8:00,52.6,F,
L-106,2000-11-14,8:20,47.6,N to F,
L-106,2000-11-20,17:43,47.5,N to F,
L-106,2000-11-22,17:50,48,N,
L-106,2000-12-07,18:56,47,N,
L-106,2000-12-08,18:20,50,N,
L-106,2001-07-28,6:45,52.2,N,
L-106,2001-09-11,6:57,55,F,
L-106,2001-10-15,8:37,54.7,N to F,
L-106,2001-10-24,6:45,55.8,F to B,
L-106,2001-10-31,6:28,51.5,N,
L-106,2001-11-26,9:25,54.9,N,
L-106,2002-07-10,7:06,53,N to F,
L-107,1998-05-29,8:07,13.2,N,
L-107,1998-05-30,17:26,13,N,
L-107,1998-06-07,16:45,13,N,
L-107,1998-06-08,16:14,13.1,N,
L-107,1998-06-10,11:07,13.2,N,
L-107,1998-06-11,18:00,13.3,N,
L-107,1998-06-14,17:02,13.2,F,
L-107,1998-06-18,17:53,13.2,N to F,
L-107,1998-06-20,17:10,13,N,
L-107,1998-06-30,17:34,14.1,N,
L-107,1998-07-03,9:17,14,N,
L-107,1998-07-03,18:30,13.9,N,
L-107,1998-07-04,17:34,14.2,N,
L-107,1998-07-05,17:40,13.5,N,
L-107,1998-07-10,17:51,14,N,
L-107,1998-07-13,18:32,14.4,N,
L-107,1998-07-16,18:04,15,N,
L-107,1998-07-17,17:45,14.6,N,
L-107,1998-07-19,18:06,15,N,
L-107,1998-07-20,17:19,15,N,
L-107,1998-08-05,18:33,16,N,
L-107,1998-08-06,17:40,16.1,N,
L-107,1998-08-07,17:35,16,N,
L-107,1998-08-08,18:02,15.9,N,
L-107,1998-08-17,16:30,17.1,N,
L-107,1998-08-28,18:20,18,F,S
L-107,1998-08-30,18:05,18.1,F,
L-107,1998-08-31,17:45,18.1,N to F,
L-107,1998-09-01,18:01,17.6,N,
L-107,1998-09-02,17:38,17.8,N,
L-107,1998-09-03,17:51,17.3,N,
L-107,1998-09-17,17:05,19.8,N,
L-107,1998-09-18,17:45,19.5,N,
L-107,1998-09-19,17:40,20.1,F,
L-107,1998-09-19,18:32,20.2,F,S
L-107,1998-10-03,17:36,20.1,N,
L-107,1998-10-11,17:43,19.3,N,
L-107,1998-10-20,17:42,19.7,N,
L-107,1998-10-29,7:02,20,N,
L-107,1998-11-07,17:32,20.1,N,
L-107,1998-11-12,17:35,20.3,N to F,
L-107,1998-12-05,17:30,21,N,
L-107,1998-12-19,17:08,21.3,N,
L-107,1998-12-22,17:48,21.8,N,
L-107,1999-04-23,18:00,30.2,B,F
L-107,1999-04-25,17:27,30.3,B,F
L-107,1999-05-04,18:38,24.1,N,
L-107,1999-05-08,16:40,22.9,N,
L-107,1999-05-10,16:53,26,N to F,
L-108,1998-03-30,18:40,9.7,N to F,
L-108,1998-04-01,17:25,10,F,
L-108,1998-04-29,8:38,13.1,F,
L-108,1998-05-03,16:50,12.2,N,
L-108,1998-05-05,17:00,12.4,N,
L-108,1998-05-06,16:56,13,N to F,
L-108,1998-05-08,17:55,12.9,N,
L-108,1998-05-09,16:43,12.7,N,
L-108,1998-05-10,16:58,13.1,N,
L-108,1998-05-11,16:34,13,N,
L-108,1998-05-12,14:34,13.2,N,
L-108,1998-05-13,15:37,13.3,N,
L-108,1998-05-14,7:29,13.8,F,
L-108,1998-05-18,18:22,13.7,N,
L-108,1998-05-20,17:43,13.8,N,
L-108,1998-05-25,17:37,14.7,N,
L-108,1998-05-26,18:20,14.3,N,
L-108,1998-05-28,7:34,14.6,N,
L-108,1998-05-29,8:07,14.4,N,
L-108,1998-05-30,17:23,13.8,N,
L-108,1998-06-01,18:44,14.6,N,
L-108,1998-06-20,17:08,13.7,N to T,
L-108,1998-06-21,8:36,14.6,N,
L-108,1998-06-29,17:45,13.9,N,
L-108,1998-06-30,17:44,13.8,N,
L-108,1998-07-03,9:11,13.7,N,S
L-108,1998-07-04,17:24,13.8,N,
L-108,1998-07-05,18:02,13.3,N to T,
L-108,1998-07-07,16:54,13.2,N,
L-108,1998-07-09,13:08,12.9,T,
L-108,1998-07-10,17:25,12.9,T,
L-108,1998-07-13,17:09,12.7,T,
L-108,1998-07-15,17:26,12.5,T,
L-108,1998-07-16,17:08,12.5,T,
L-108,1998-07-17,17:20,12.5,T,
L-108,1998-07-19,18:14,13,N to T,
L-108,1998-07-20,17:23,13.3,N to T,
L-108,1998-07-21,7:18,13.7,N,
L-108,1998-08-05,8:44,13.2,N,
L-108,1998-08-05,17:56,13.3,N,
L-108,1998-08-06,17:19,13.3,N to T,
L-108,1998-08-07,17:20,13,N to T,
L-108,1998-08-08,17:23,12.9,N to T,
L-108,1998-08-17,16:48,13.7,N,
L-108,1998-08-28,18:45,14.2,N,S
L-108,1998-08-30,18:03,15.2,F,
L-108,1998-08-31,17:20,14.3,N,
L-108,1998-09-01,17:39,14.1,N,
L-108,1998-09-02,17:42,13.8,N,
L-108,1998-09-03,17:54,13.5,N,
L-108,1998-09-18,17:36,13.6,T,
L-108,1998-09-19,16:42,13.3,T,
L-108,1998-09-20,17:34,13,T,
L-108,1998-10-03,17:05,12.5,T,
L-108,1998-10-11,17:16,12.2,T,
L-108,1998-10-29,8:03,13.3,N to T,
L-108,1998-11-07,17:11,13.5,N to T,
L-108,1998-11-12,17:58,13.2,N to T,
L-108,1998-12-05,17:40,13.7,T,
L-108,1998-12-11,16:50,14.1,T,
L-108,1998-12-13,18:31,14.3,T to F,
L-108,1998-12-22,6:49,15.1,N to T,
L-108,1999-04-04,18:25,20.6,N,
L-108,1999-04-11,18:12,25.8,F,
L-108,1999-04-25,11:17,28.6,F to B,F
L-108,1999-05-09,9:53,29,F,
L-108,1999-05-16,9:11,28.4,F,
L-108,1999-05-20,17:30,28.1,N,
L-108,1999-05-21,7:44,28,N,
L-108,1999-12-06,8:00,38.3,N to F,
L-108,1999-12-19,0:00,36.9,N,
L-108,2000-02-10,8:42,36.7,N,
L-108,2000-02-20,18:37,48.7,B,
L-108,2000-02-29,10:07,45.3,N to F,
L-108,2000-03-16,16:51,40.3,N,
L-108,2000-09-27,17:47,54.4,F,
L-108,2000-10-14,6:42,51,N,
L-108,2000-10-22,7:22,53.6,N,
L-108,2000-10-22,7:52,55,N to F,F
L-108,2000-10-29,7:50,52.1,N to F,
L-108,2000-10-30,6:27,56.9,F to B,F
L-108,2000-10-31,17:59,51.1,N,
L-108,2000-11-09,18:49,52.2,N to F,
L-108,2000-11-21,18:52,52.1,N to F,
L-108,2001-08-09,17:13,51.3,N,
L-108,2001-09-06,6:55,52.6,N,
L-108,2001-09-26,8:30,57.2,F to B,
L-108,2001-10-23,18:43,59.5,F,
L-108,2001-11-29,8:40,52.7,N,
L-108,2002-05-20,8:40,49.8,N,
L-108,2002-05-26,7:23,49.4,N,
L-108,2002-11-10,10:05,49.9,N to F,
L-108,2002-11-14,18:29,52.2,N to F,
L-108,2003-01-18,9:11,66.6,B,F
L-108,2003-03-23,17:59,52.8,N,
L-108,2003-03-27,8:02,54.8,N,
L-108,2003-08-23,7:06,53.3,N,
L-108,2003-09-03,17:53,51.6,N,
L-108,2003-09-07,6:52,52.5,N,
L-108,2003-10-15,6:22,51.7,N,
L-108,2003-10-31,10:05,50.3,N,
L-108,2003-11-14,7:05,56.3,F,
L-108,2004-05-31,7:11,54.5,F,
L-108,2004-06-14,8:34,56.1,F,
L-108,2004-10-21,7:06,53.9,N,
L-108,2004-11-22,18:39,56.9,F,
L-108,2004-11-28,6:57,49.1,N,
L-108,2005-02-13,6:52,51.6,N to F,
L-108,2005-06-25,7:32,51.2,N,
L-108,2005-07-19,9:11,48.4,N,
L-108,2005-07-21,8:57,56.6,F to B,
L-108,2005-07-25,8:21,54.6,F,
L-108,2005-08-01,8:43,54.1,N to F,
L-109,1998-04-01,17:58,7.1,N to F,
L-109,1998-04-06,18:15,7.9,N,
L-109,1998-04-09,17:28,7.9,N,
L-109,1998-04-14,17:23,8.1,N,
L-109,1998-04-15,17:27,8.3,N,
L-109,1998-04-19,17:42,8.7,N to F,
L-109,1998-04-29,8:34,9.9,N,
L-109,1998-05-03,17:00,9.2,N,
L-109,1998-05-05,16:56,9.5,N,
L-109,1998-05-06,16:58,9.9,N to F,
L-109,1998-05-08,17:56,9.8,N,
L-109,1998-05-09,16:45,9.6,N,
L-109,1998-05-10,16:56,10,N,
L-109,1998-05-11,16:33,10,N,
L-109,1998-05-12,15:46,9.9,N,
L-109,1998-05-13,15:43,10.3,N,
L-109,1998-05-14,7:24,10.9,F,
L-109,1998-05-15,18:44,10.2,N,
L-109,1998-05-16,18:38,10.5,N,
L-109,1998-05-18,18:22,10.6,N,
L-109,1998-05-20,17:43,10.8,N,
L-109,1998-05-25,9:15,11.2,N,
L-109,1998-05-26,18:03,11.5,N to F,
L-109,1998-05-28,7:23,11.5,N,
L-109,1998-05-29,8:02,11.4,N,
L-109,1998-06-01,18:43,11.7,N,
L-109,1998-06-20,17:05,10.5,N to T,
L-109,1998-06-21,8:35,11,N,S
L-109,1998-06-29,17:50,10.9,N,
L-109,1998-06-30,17:32,10.9,N,
L-109,1998-07-03,9:12,10.8,N,
L-109,1998-07-04,17:21,10.7,N,
L-109,1998-07-05,17:35,10.4,N to T,
L-109,1998-07-07,16:57,10.3,N to T,
L-109,1998-07-09,13:04,10.2,T,
L-109,1998-07-10,17:26,10.2,T,
L-109,1998-07-13,17:01,10,T,
L-109,1998-07-15,17:16,9.9,T,
L-109,1998-07-16,17:16,9.8,T,
L-109,1998-07-17,17:14,9.8,T,
L-109,1998-07-19,18:06,10.6,N to T,
L-109,1998-07-20,17:03,10.4,N to T,
L-109,1998-08-05,18:14,10.8,N to T,
L-109,1998-08-06,17:33,11,N to T,
L-109,1998-08-07,17:21,10.8,N to T,
L-109,1998-08-08,17:26,10.7,N to T,
L-109,1998-08-17,16:36,10.7,T,
L-109,1998-08-28,10:10,12,N,
L-109,1998-08-28,18:47,11.6,N to T,S
L-109,1998-08-31,17:38,11.5,N,
L-109,1998-09-01,17:35,11.3,N,
L-109,1998-09-02,17:32,10.8,N to T,
L-109,1998-09-03,17:26,10.7,N to T,
L-109,1998-09-17,17:57,10.7,T,
L-109,1998-09-18,17:34,10.9,T,
L-109,1998-09-19,16:43,10.5,T,
L-109,1998-09-20,17:32,10.4,T,
L-109,1998-10-03,17:04,10.3,T,
L-109,1998-10-11,17:20,10,T,
L-109,1998-10-23,18:17,10.5,T,
L-109,1998-10-29,8:03,10.8,N to T,
L-109,1998-11-07,17:24,11,N to T,
L-109,1998-11-12,17:01,11.3,N to T,
L-109,1998-12-05,17:31,10.4,T,
L-109,1998-12-06,17:59,10.9,N to T,
L-109,1998-12-11,16:41,10.6,T,
L-109,1998-12-13,17:30,11.4,T to F,
L-109,1998-12-22,7:57,11.5,N to T,
L-109,1998-12-24,18:11,12,T to F,
L-109,1999-04-04,17:11,18.8,N to T,
L-109,1999-04-16,8:44,22.6,F,
L-109,1999-04-16,18:34,21.8,F,
L-109,1999-04-25,11:21,22.7,F,
L-109,1999-05-09,9:35,23.2,F,
L-109,1999-05-21,7:27,22.6,N,
L-111,1998-07-21,7:20,9.1,N,
L-111,1998-08-05,18:02,10,N,
L-111,1998-08-06,17:54,10.6,N,
L-111,1998-08-17,17:23,11.1,N,
L-111,1998-08-31,17:40,13.1,N,
L-111,1998-09-01,18:12,13.4,N,
L-111,1998-09-03,18:50,13.5,N,
L-111,1998-09-17,18:20,15.7,F,
L-111,1998-09-18,18:19,15.4,N,
L-111,1998-09-19,18:07,14.9,N,
L-111,1998-09-20,18:00,14.8,N,
L-111,1998-10-03,17:13,15.5,N,
L-111,1998-10-11,18:31,15.4,N,
L-111,1998-11-07,18:27,18,N,S
L-111,1998-11-12,17:47,19.7,N to F,S
L-111,1998-12-05,18:47,23.3,F,
L-111,1998-12-06,18:38,23.5,F,
L-111,1998-12-11,18:40,24.4,N to F,
L-111,1998-12-19,17:46,25.4,N,
L-111,1998-12-22,18:09,25.8,N to F,S
L-111,1998-12-24,18:40,25.6,N to F,
L-111,1999-04-06,18:01,35.2,F to B,
L-111,1999-04-18,7:06,38.6,F,
L-111,1999-04-25,7:29,38.5,N to F,
L-111,1999-05-04,18:30,37.4,N,
L-111,1999-05-08,17:35,38.4,N,
L-111,2000-01-09,19:02,48.5,N to F,
L-112,1998-07-21,7:56,7.9,N,
L-112,1998-08-05,18:51,8.8,N,
L-112,1998-09-01,17:42,10.4,N,
L-112,1998-09-02,17:36,10.7,N,
L-112,1998-09-03,18:41,10.3,N,
L-112,1998-09-17,17:40,11.7,N,
L-112,1998-09-18,17:34,12.1,N,
L-112,1998-09-19,17:33,11.9,N,
L-112,1998-10-03,17:17,11.4,N,
L-112,1998-10-11,17:37,11.1,N,
L-112,1998-10-23,18:00,11.9,N,
L-112,1998-10-28,9:08,11.8,N,
L-112,1998-11-07,17:13,13.5,N,
L-112,1998-11-12,17:26,13.5,N,
L-112,1998-12-19,18:13,16.4,N,
L-112,1998-12-22,18:22,16.8,N,
L-112,1999-04-03,10:00,22.6,N to F,
L-112,1999-04-04,17:57,23.4,N,
L-112,1999-04-25,6:51,24.3,N,
L-112,1999-05-03,17:13,23.2,N,
L-112,1999-05-09,8:41,25.3,N to F,
L-112,1999-06-04,9:12,22.5,N,
L-112,1999-06-08,6:46,21.7,N,
L-112,1999-11-29,9:18,33.3,N,
L-112,2000-01-08,18:20,36.6,N,
L-112,2000-01-09,17:59,35.9,N,
L-112,2000-01-10,18:37,36.3,N,
L-112,2000-01-28,9:58,39.7,F,
L-112,2000-02-24,18:54,43.1,F to B,
L-112,2000-03-11,7:36,38.5,N,
L-112,2000-03-12,6:51,36,N,
L-112,2000-09-04,8:13,50.8,N,
L-112,2000-10-14,7:02,50.8,N to F,
L-112,2000-10-22,7:31,53.4,N,
L-112,2000-10-22,7:49,53.6,N,F
L-112,2000-10-29,7:39,54.4,F,F
L-112,2000-12-09,8:52,57.8,F to B,
L-112,2001-07-14,18:00,53.6,N,
L-112,2001-07-17,8:14,55.1,N,
L-112,2001-07-19,18:02,49.1,N,
L-112,2001-08-02,17:27,53,N,
L-112,2001-09-03,6:51,55.3,N to F,
L-112,2001-09-25,18:30,58.4,F,
L-112,2001-10-01,18:14,52.7,N,
L-112,2001-11-21,9:24,62.8,F,
L-112,2001-11-27,8:17,60.4,F,
L-112,2002-04-06,8:58,56.1,N to F,
L-112,2002-04-07,7:56,56.2,N to F,
L-112,2002-04-13,8:22,55.9,N,
L-112,2002-04-18,9:06,57,F,
L-112,2002-04-22,17:40,55.4,N,
L-112,2002-05-18,8:57,55.4,N,
L-112,2002-05-21,8:58,52.9,N,
L-112,2002-06-03,18:37,53.4,N,
L-112,2002-07-19,17:30,51.4,N,
L-112,2003-01-03,9:45,52.9,N,
L-112,2003-01-17,10:04,54.8,N to F,
L-112,2003-10-18,7:28,52,N,
L-114,1998-09-01,17:48,8.4,N,
L-114,1998-09-02,17:53,8.5,N,
L-114,1998-09-17,18:23,9.9,N,
L-114,1998-09-18,17:48,9.7,N,
L-114,1998-09-19,17:19,9.7,N,
L-114,1998-09-20,18:49,9.6,N,
L-114,1998-10-03,17:09,9.4,N,
L-114,1998-10-11,18:11,9.2,N,
L-114,1998-10-20,18:16,9.9,N,
L-114,1998-10-23,18:10,9.8,N,
L-114,1998-11-07,17:19,10,N,
L-114,1998-11-12,17:12,9.6,N,
L-114,1998-12-06,18:11,9.9,N,
L-114,1998-12-13,17:34,11.6,N,
L-114,1998-12-19,17:09,11.1,N,
L-114,1998-12-21,17:33,11.5,N,
L-114,1998-12-22,6:54,11.1,N,
L-114,1998-12-22,6:54,11.1,N,
L-114,1998-12-24,18:22,11.4,N,
L-114,1999-04-04,18:36,17.8,N,
L-114,1999-04-06,18:55,17,N,
L-114,1999-04-16,18:59,17.4,N,
L-114,1999-04-18,6:57,18.5,N,
L-114,1999-04-19,17:31,17.2,N,
L-114,1999-04-19,18:53,20.6,F,F
L-114,1999-04-24,18:37,18.9,N,
L-114,1999-04-25,8:37,19.2,N,
L-114,1999-05-03,17:14,20,N,
L-114,1999-05-04,17:13,19.6,N,
L-114,1999-05-07,9:20,19.4,N,
L-114,1999-05-08,8:28,20.3,N,
L-114,1999-05-09,9:50,20,N,
L-114,1999-05-10,17:58,20.3,N,
L-114,1999-05-15,7:09,19.8,N,
L-114,1999-05-16,9:05,19.6,N,
L-114,1999-05-20,18:04,19.9,N,
L-114,1999-05-26,9:40,21.6,N to F,
L-114,1999-06-04,7:16,20.3,N,
L-114,1999-06-06,9:42,19.6,N,
L-114,1999-06-08,7:09,19,N,
L-114,1999-06-09,7:17,21,N,
L-114,1999-11-29,8:22,27.1,N,
L-114,1999-12-31,10:42,29.6,N,
L-114,2000-02-16,17:44,36.9,N to F,
L-114,2000-02-21,7:38,33.7,N,
L-114,2000-02-22,8:55,32.7,N,
L-114,2000-03-14,7:17,34,N,
L-114,2000-03-16,7:27,35,N to F,
L-114,2000-03-20,8:48,36.5,N to F,
L-114,2000-09-08,7:12,49.9,F,
L-114,2000-09-27,17:45,50.2,F,
L-114,2000-10-22,7:48,52.1,F,
L-114,2000-10-26,7:16,50,F,F
L-114,2000-10-29,8:02,51.1,F,
L-114,2000-11-12,8:15,55.5,F to B,
L-114,2000-11-21,18:33,51.8,F,
L-114,2000-11-22,11:03,55.4,F to B,
L-114,2000-12-10,8:10,53.1,F,
L-114,2001-07-26,7:06,54.5,N to F,
L-114,2001-08-02,18:25,50.8,N,
L-114,2001-08-24,18:58,50.4,N to F,
L-114,2001-09-07,6:43,56.6,N to F,
L-114,2001-09-10,9:38,63.2,B,
L-114,2001-09-27,9:45,59.1,F to B,
L-114,2001-11-20,18:36,57.7,F,
L-114,2001-11-21,9:13,61.4,F to B,
L-114,2001-11-22,7:47,57.5,F,
L-114,2002-05-15,8:48,52.3,N,
L-114,2002-11-20,6:38,55.3,N to F,
L-114,2002-11-27,8:18,52.9,N,
L-114,2003-01-17,9:57,53.2,N to F,
L-114,2003-02-09,6:59,60,F to B,
L-114,2003-02-14,7:00,60,F to B,
L-114,2003-08-08,7:28,55.5,N to F,
L-114,2003-09-05,17:34,54.4,N,
L-114,2003-10-29,6:39,48.3,N,
L-114,2003-10-31,8:24,52.6,F,
L-114,2004-04-13,7:43,57.3,F,
L-114,2004-05-07,8:44,55.6,N,
L-114,2004-06-17,6:52,55.7,N,
L-114,2004-06-23,8:03,55.7,N,
L-114,2004-06-24,7:15,56,N,
L-114,2004-06-26,7:27,60,B,
L-114,2004-10-20,18:12,50.2,N,
L-114,2004-11-06,18:05,51.2,N,
L-114,2004-11-18,6:24,49,N,
L-114,2005-01-08,7:53,56.2,N to F,
L-114,2005-01-16,17:21,60.2,F,
L-114,2005-01-18,18:48,57.4,N to F,
L-114,2005-01-24,8:26,65.3,B,
L-114,2005-01-31,8:38,63.3,B,
L-114,2005-08-03,18:18,59.4,N to F,
L-114,2005-08-16,6:37,58.9,N to F,
L-114,2005-08-24,18:38,58.6,N,
L-114,2007-05-19,7:08,56.3,N,
L-114,2007-05-21,9:45,54.7,N,
L-114,2007-05-26,7:44,58.2,N to F,
L-114,2007-06-15,8:19,56.3,N,
L-114,2007-06-25,11:26,63.2,B,
L-114,2008-01-10,6:44,59.7,F,
L-114,2008-02-04,9:14,72.8,B,
L-114,2008-12-07,8:21,54.5,N,
L-114,2009-07-04,10:10,59,F,
L-114,2010-04-03,7:13,61.6,F,
L-116,1998-12-22,18:48,21.3,N to F,S
L-116,1998-12-24,18:40,21.2,N to F,
L-117,1998-09-17,18:13,9.2,F,
L-117,1998-09-18,17:41,9,N to F,
L-117,1998-09-19,18:23,9.3,N,S
L-117,1998-09-20,17:39,8.9,N,
L-117,1998-10-03,17:05,9.4,N,
L-117,1998-10-11,17:12,9.2,N,
L-117,1998-10-20,17:43,9.5,N,
L-117,1998-10-23,18:01,10.1,N,
L-117,1998-10-28,9:27,9.5,N,
L-117,1998-11-07,17:10,10,N,
L-117,1998-11-12,17:12,10,N,
L-117,1998-12-05,17:50,13.3,N to F,
L-117,1998-12-05,17:50,13.6,F,S
L-117,1998-12-06,18:08,13.2,N to F,
L-117,1998-12-11,16:46,13.7,N,
L-117,1998-12-13,17:34,14.4,F,
L-117,1998-12-19,17:15,14.5,N,
L-117,1998-12-19,18:06,14.6,N,
L-117,1998-12-21,17:38,15,N,
L-117,1998-12-22,6:51,14.9,N,
L-117,1998-12-22,18:23,14.9,N,S
L-117,1998-12-24,18:24,14.9,N,
L-117,1999-04-04,17:50,22,N,
L-117,1999-04-24,18:39,25.7,N,
L-117,1999-05-04,17:16,24.6,N,
L-117,1999-05-21,7:14,26.4,N,
L-118,1998-11-07,17:50,8.2,N,
L-118,1998-11-12,17:42,8.2,N,
L-118,1998-12-06,18:37,11.1,N to F,
L-118,1998-12-19,18:55,12.6,N,S
L-118,1998-12-22,18:33,12.7,N to F,S
L-118,1999-04-04,18:00,21.2,N,
L-118,1999-04-24,18:15,23,N,
L-118,1999-05-03,17:24,23.8,N to F,
L-118,1999-05-04,18:38,22.8,N,
L-118,1999-05-21,7:15,24,N,
L-118,1999-06-08,18:29,24,N,
L-118,1999-11-30,17:57,33.8,N,
L-118,2000-01-09,18:26,37,N,
L-118,2000-03-20,9:00,44.8,N to F,
L-118,2001-08-03,7:07,56.3,N,
L-118,2002-11-06,8:45,61.4,F,
L-118,2002-11-16,7:15,57.4,F,
L-118,2003-03-23,17:12,54.8,N,
L-118,2003-03-24,8:45,57.2,N,
L-118,2003-03-27,8:03,54.6,N,
L-118,2003-09-07,10:04,53.9,N,
L-118,2004-06-14,8:35,53.5,N,
L-118,2004-10-21,7:20,54.4,N,
L-118,2004-12-02,6:59,54.4,N,
L-118,2005-06-18,7:49,58.2,N to F,
L-118,2005-06-25,7:39,58.8,N to F,
L-118,2005-07-21,9:04,50.8,N,
L-118,2005-08-06,8:01,63.3,F to B,
L-119,1999-05-07,9:31,25.6,N,
L-119,1999-05-08,8:38,25.3,N,
L-119,1999-05-15,7:10,26.8,N,
L-119,1999-06-08,7:18,28.3,N,
L-124,1999-12-15,18:25,15.5,N,
L-124,1999-12-18,0:00,16,N,
L-124,2000-01-12,18:45,18.2,N,
L-124,2000-01-28,7:40,19.3,N,
L-124,2000-01-29,17:19,19.5,N,
L-124,2000-01-31,17:04,19.3,N,
L-124,2000-02-02,17:51,19.4,N,
L-124,2000-02-04,17:14,20.8,F,
L-124,2000-02-07,17:53,20.3,N,
L-124,2000-02-10,7:33,20.3,N,
L-124,2000-02-25,16:58,21.5,N,
L-124,2000-03-16,17:53,22.3,N,
L-124,2000-03-19,7:54,21.9,N,
L-124,2000-09-06,18:16,40.7,N,
L-124,2000-09-17,6:51,43.7,F,
L-124,2000-09-18,7:53,44,F,
L-124,2000-09-21,18:39,40.4,N,
L-124,2000-09-30,18:15,42.3,N,
L-124,2000-10-03,18:24,43,N,
L-124,2000-10-10,19:37,44.9,N to F,
L-124,2000-10-10,21:58,44.8,N to F,
L-124,2000-10-14,6:29,47.7,F,
L-124,2000-10-15,18:50,43.3,N,
L-124,2000-10-22,7:12,45.7,N,
L-124,2000-10-26,7:14,46.4,F,F
L-124,2000-10-29,8:00,44.2,N,
L-124,2000-11-09,18:44,46.8,N to F,
L-124,2000-11-10,7:01,47.3,N to F,
L-124,2000-11-19,9:40,47.6,N,
L-124,2000-11-21,18:10,46.7,N to F,
L-124,2000-12-02,18:16,51.9,F,
L-124,2000-12-07,18:50,45.6,N,
L-124,2000-12-10,8:00,53,B,
L-124,2001-07-12,0:00,50.1,N,
L-124,2001-07-26,7:02,53.3,N,
L-124,2001-08-19,8:03,55.5,N,
L-124,2001-09-25,18:41,53.8,N,
L-124,2001-09-30,8:47,57.1,N to F,
L-124,2001-10-08,9:11,55,N to F,
L-124,2001-10-12,18:14,56.6,F,
L-124,2002-04-08,17:22,60.8,F,
L-124,2002-04-13,9:16,57.2,N,
L-124,2002-04-15,18:21,54.8,N,
L-124,2002-04-18,17:57,57.3,N,
L-124,2002-04-22,17:42,55.3,N,
L-124,2002-05-06,8:32,52.9,N,
L-124,2002-05-17,8:12,55.4,N,
L-124,2002-05-24,6:30,54.4,N,
L-124,2002-05-29,8:16,52.5,N,
L-124,2002-06-06,10:47,51.6,N,
L-124,2002-06-22,18:07,56.2,N,
L-124,2002-07-05,17:49,52.4,N,
L-124,2002-07-09,7:10,54.8,N to F,
L-124,2002-11-14,6:31,64.6,F,
L-124,2002-11-15,18:27,60.6,N to F,
L-124,2002-11-18,17:03,56.1,N,
L-124,2002-11-21,17:04,56.9,N,
L-124,2002-12-24,18:20,57.9,N,
L-124,2003-03-27,6:52,52.6,N,
L-124,2003-08-06,18:12,59.7,N to F,
L-124,2003-09-04,18:57,54,N,
L-124,2003-09-05,17:32,59.7,N to F,
L-124,2003-09-07,18:35,59.1,N to F,
L-124,2003-09-09,7:01,62.3,F to B,
L-124,2003-10-23,18:39,54.8,N,
L-124,2003-10-24,18:47,59.1,F,
L-124,2003-10-31,7:32,56.7,N to F,
L-124,2003-11-13,8:39,62,F to B,
L-124,2004-04-13,7:06,59.3,F,
L-124,2004-04-24,6:56,58.4,N,
L-124,2004-05-06,7:41,59,N,
L-124,2004-05-14,7:01,67.7,B,
L-124,2004-05-18,8:06,63.7,N to F,
L-124,2004-05-22,6:34,58.4,N,
L-124,2004-10-18,9:11,68.9,B,
L-124,2004-10-26,6:45,66.6,F to B,
L-124,2004-12-13,17:54,58.1,N to F,
L-124,2004-12-15,18:47,61.9,F,
L-124,2004-12-18,17:45,59.4,F,
L-124,2005-01-06,8:05,60.6,N to F,
L-124,2005-01-08,7:34,58.7,N,
L-124,2005-01-16,19:10,61.1,F,
L-124,2005-01-18,18:34,60.8,N to F,
L-124,2005-01-24,8:22,59,N to F,
L-124,2005-02-11,18:28,70.4,F to B,
L-125,2000-01-12,18:30,16.7,N,
L-125,2000-01-29,17:15,18.4,N,
L-125,2000-01-31,17:00,17.5,N,
L-125,2000-02-02,17:53,17.3,N,
L-125,2000-02-04,18:19,18.7,F,
L-125,2000-02-07,17:59,18.2,N,
L-125,2000-02-10,7:31,17.4,N,
L-125,2000-02-25,16:57,19.7,N,
L-125,2000-03-16,17:34,20.3,N,
L-125,2000-03-19,7:54,20.3,N,
L-130,1999-12-27,17:45,10.6,N,
L-130,1999-12-29,17:40,10.8,N,
L-130,2000-01-08,18:36,12.1,N,
L-130,2000-01-10,17:36,12.2,N,
L-130,2000-01-12,16:51,12.4,N,
L-130,2000-01-29,17:24,14,N,
L-130,2000-02-02,18:31,14.6,N,
L-130,2000-02-04,17:06,15.4,F,
L-130,2000-02-07,17:56,16.1,F,
L-130,2000-02-10,17:55,15.5,N,
L-130,2000-02-16,17:47,16,N,
L-130,2000-02-25,19:04,16.1,N,
L-130,2000-02-26,17:39,16.4,N,
L-130,2000-03-01,18:35,17.3,N,
L-130,2000-03-04,8:29,19.5,N to F,
