name,date,time,weight,bellyscore,feeding
L-130,2000-03-12,17:13,19.6,F,
L-130,2000-03-13,17:23,19.6,N to F,
L-130,2000-03-14,17:06,20,N,
L-130,2000-03-16,17:21,18.8,N,
L-130,2000-11-13,19:04,45.5,F,
L-130,2000-12-02,18:22,47.9,F,
L-130,2000-12-08,18:25,49.7,F to B,
L-130,2000-12-10,8:02,52,B,
L-130,2001-08-02,7:58,58.8,F,
L-130,2001-09-30,8:50,57.4,N,
L-130,2001-10-07,17:58,65.3,B,
L-130,2001-10-25,18:45,58.6,N,
L-130,2001-11-07,18:42,55.5,N,
L-130,2001-11-21,6:58,58.3,N,
L-130,2001-12-02,17:56,60.4,F,
L-130,2002-04-13,18:30,64.6,N to F,
L-130,2002-04-22,8:02,66.1,N to F,
L-130,2002-05-17,18:49,73,B,
L-130,2002-05-21,9:17,66,N to F,
L-130,2002-06-01,7:26,56.6,N,
L-130,2002-06-03,18:33,56.9,N,
L-130,2002-06-24,6:42,62,N to F,
L-130,2002-06-26,18:30,61,N,
L-130,2002-07-05,18:51,59,N,
L-130,2002-07-07,18:39,63.7,F,
L-131,1999-12-06,17:58,9.8,N,
L-131,1999-12-15,18:00,10.2,N,
L-131,1999-12-20,18:44,10.2,N,
L-131,1999-12-27,17:44,10.2,N,
L-131,1999-12-29,17:10,10.6,N,
L-131,1999-12-30,18:26,10.3,N,
L-131,2000-01-08,18:25,11.8,N,
L-131,2000-01-12,17:24,12,N,
L-131,2000-01-29,18:32,14.3,N,
L-131,2000-02-02,18:47,14.3,N,
L-131,2000-02-04,17:07,15.3,F,
L-131,2000-02-07,18:00,15.6,F,
L-131,2000-02-10,18:06,14.9,N,
L-131,2000-02-16,17:57,15.6,N,
L-131,2000-02-25,19:00,16.1,N,
L-131,2000-02-26,17:38,16,N,
L-131,2000-03-01,18:34,17.1,N,
L-131,2000-03-13,17:59,19.3,N to F,
L-131,2000-11-02,18:25,42.9,F,
L-131,2000-11-10,7:03,42.3,N to F,
L-131,2000-11-13,18:39,44,F,
L-131,2000-11-15,18:49,43.8,F,
L-131,2000-11-21,18:46,44,N to F,
L-131,2000-12-09,7:47,46.4,N to F,
L-131,2001-09-28,8:17,53.7,N to F,
L-131,2001-10-25,18:43,53.2,N,
L-131,2001-11-12,7:33,59.1,F,
L-131,2002-04-21,6:50,59.2,F,
L-131,2002-05-15,18:20,50.2,N to T,
L-131,2002-06-13,7:07,54.8,N,
L-131,2002-07-07,8:13,50.3,N,
L-131,2002-11-22,7:08,60.8,F to B,
L-131,2002-11-23,7:14,55,N,
L-131,2002-11-28,6:50,56.7,N to F,
L-131,2002-12-15,6:43,51.7,N,
L-131,2002-12-24,10:05,55,N to F,
L-131,2002-12-30,9:30,55.4,N,
L-131,2003-01-01,18:41,55.1,N,
L-131,2003-02-15,10:23,57.7,N to F,
L-131,2003-03-20,19:12,48.8,N,
L-131,2003-03-24,7:06,54.8,N to F,
L-131,2003-10-30,9:14,54.3,N,
L-131,2004-04-14,18:22,53,N,
L-131,2004-04-17,18:38,52.2,N,
L-131,2004-12-06,18:50,57.2,N to F,
L-131,2005-01-31,18:40,57.4,N,
L-131,2005-08-23,7:23,55.6,N,
L-131,2005-09-15,7:39,55.7,N,
L-131,2010-04-28,7:01,57.3,N,
L-131,2010-05-24,6:45,56.1,N,
L-131,2010-10-22,9:00,61.9,F,
L-135,2000-11-20,17:50,27.3,N to F,
L-135,2000-12-07,18:43,28,N,
L-135,2002-04-26,19:20,51.4,N,
L-135,2002-05-07,7:51,50.6,N,
L-135,2002-05-18,8:54,52.9,N,
L-135,2002-05-21,9:23,50.3,N,
L-135,2002-06-03,18:18,48.6,N,
L-135,2002-11-18,17:46,48.4,N,
L-135,2002-11-21,18:00,50.6,N,
L-135,2002-11-27,6:55,50.3,N,
L-135,2002-12-02,8:29,50.2,N,
L-135,2002-12-14,10:09,49.6,N,
L-135,2002-12-25,16:44,50.6,N,
L-135,2003-03-25,18:26,52.5,N,
L-135,2003-08-23,18:10,56,N,
L-135,2003-09-15,8:06,63.4,N to F,
L-135,2003-09-16,9:58,59.6,N,
L-135,2003-10-18,7:29,55.7,N,
L-135,2003-10-29,18:36,56.1,N,
L-135,2003-10-31,8:17,58.8,N to F,
L-135,2004-04-24,6:57,51.6,N to T,
L-140,2000-09-30,18:32,18.4,N,S
L-140,2000-10-03,18:25,18.7,N,
L-140,2000-10-10,18:02,18.9,N,
L-140,2000-10-14,6:32,18.7,N,
L-140,2000-10-15,6:33,18.9,N,
L-140,2000-10-21,17:31,21.3,N,
L-140,2000-10-22,6:40,20.3,N,
L-140,2000-10-25,7:29,22.1,N to F,
L-140,2000-10-26,8:00,22.6,F,F
L-140,2000-10-27,18:10,21.3,N,
L-140,2000-10-30,7:13,24,B,F
L-140,2000-11-02,17:34,22.8,N to F,
L-140,2000-11-07,17:57,21.8,N,
L-140,2000-11-08,18:40,22.7,N,
L-140,2000-11-13,18:09,23,N,
L-140,2000-11-19,17:54,24,N,
L-140,2000-11-21,18:28,24.4,N,
L-140,2000-11-22,18:07,24.2,N,
L-140,2000-12-02,0:00,26.5,F,
L-143,2000-11-20,18:09,8.3,N,
L-143,2000-12-07,18:40,9.1,N,
L-143,2000-12-08,18:21,9.1,N,
L-146,2001-07-19,17:57,13.4,N,
L-146,2001-07-26,7:46,13.7,N,S
L-146,2001-08-08,18:10,14.8,N,
L-146,2001-08-20,17:56,15.7,N,
L-146,2001-09-01,19:00,16.7,N,
L-146,2001-09-02,18:20,16.5,N,
L-146,2001-09-09,18:33,16.7,N,
L-146,2001-09-25,17:48,17.2,N,
L-146,2001-10-07,18:03,18.3,N,
L-146,2001-10-26,18:08,20.3,N,
L-146,2001-10-30,17:44,20.1,N,
L-146,2001-11-02,17:49,20.2,N,
L-146,2001-11-03,8:31,21.3,N,
L-146,2001-11-11,18:14,19.5,N,
L-146,2001-11-20,18:00,20.7,N,
L-146,2001-11-25,17:58,20.2,N,
L-146,2001-12-02,18:02,21.7,N,
L-146,2002-04-07,8:48,37.3,F,
L-146,2002-04-08,17:00,34.4,N to F,
L-146,2002-04-14,17:37,35.5,F,
L-146,2002-05-17,8:14,37.3,F to B,
L-146,2002-05-17,17:50,37.5,F to B,F
L-146,2002-05-27,9:21,31.5,N,
L-146,2002-06-21,9:10,34.9,N,
L-146,2002-07-19,7:51,35,N,
L-146,2002-11-06,7:28,34.9,N,
L-146,2002-11-20,9:12,37.3,N,
L-146,2002-11-21,17:04,37.4,N,
L-146,2002-11-27,7:38,37,N,
L-146,2002-11-30,8:50,38.3,N to F,
L-146,2002-12-10,17:36,42.2,F,
L-146,2002-12-21,9:00,47.9,B,
L-146,2002-12-25,17:46,40.8,N,
L-146,2002-12-30,9:41,39.7,N,
L-146,2003-01-05,18:38,38.5,N,
L-146,2003-02-04,6:55,47,B,
L-146,2003-03-19,8:58,45.7,N,
L-146,2003-09-07,18:42,53.1,F,
L-146,2003-10-10,7:35,48.4,N,
L-146,2003-10-18,7:30,53,N,
L-146,2003-10-29,6:36,51.8,N,
L-146,2003-10-31,7:35,55.6,F,
L-146,2003-11-15,6:53,52.5,N to F,
L-146,2004-04-24,8:29,55.3,N,
L-146,2004-06-10,18:27,55.4,N,
L-146,2004-12-15,18:07,60.5,N to F,
L-146,2004-12-18,17:47,62,N to F,
L-146,2005-06-22,6:41,69.3,B,
L-146,2005-08-03,18:54,63.5,N to F,
L-146,2005-08-22,19:00,59.2,N,
L-146,2005-09-05,7:14,60.4,N,
L-146,2006-02-28,18:27,71.4,F,
L-146,2007-05-22,9:20,64.1,N to F,
L-146,2007-05-26,6:45,65.3,F,
L-147,2001-07-13,18:39,12.6,N,
L-147,2001-07-14,18:51,12.7,N,S
L-147,2001-07-19,17:49,12.9,N,
L-147,2001-07-26,7:38,13.1,N,S
L-147,2001-08-20,19:02,15,N,
L-147,2001-08-24,18:27,15.4,N,
L-147,2001-09-02,18:15,15.7,N,
L-147,2001-09-09,18:22,16.1,N,
L-147,2001-09-25,17:26,16.4,N,
L-147,2001-10-01,19:00,18.5,N,
L-147,2001-10-07,18:55,18.4,N,
L-147,2001-10-26,18:12,20.4,N,
L-147,2001-10-29,18:37,19.6,N,
L-147,2001-10-30,17:39,20.2,N,
L-147,2001-11-02,17:54,21.1,N,
L-147,2001-11-09,6:58,20.9,N,
L-147,2001-11-11,17:57,20.1,N,
L-147,2001-11-20,18:01,22.1,N,
L-147,2001-11-25,17:56,20.6,N,
L-147,2001-12-02,18:10,21.9,N,
L-148,2001-07-13,18:34,11.9,N,
L-148,2001-07-17,8:24,12.4,N,
L-148,2001-07-19,17:57,12.1,N,
L-148,2001-08-02,17:31,12.6,N,
L-148,2001-08-08,17:36,12.7,N,
L-148,2001-08-20,17:32,13.5,N,
L-148,2001-08-24,18:06,13.7,N,
L-148,2001-09-01,18:18,14.3,N,
L-148,2001-09-02,17:58,14.3,N,
L-148,2001-09-14,17:42,15.2,N,
L-148,2001-09-25,17:18,15.6,N,
L-148,2001-10-26,17:22,19.5,N,
L-148,2001-11-07,17:49,19,N,
L-148,2001-11-29,17:59,19.1,N,
L-148,2002-04-06,7:14,32.5,N to F,
L-148,2002-04-08,7:22,31.4,N,
L-148,2002-05-07,7:46,30.8,N,
L-148,2002-05-08,18:07,30.3,N,
L-148,2002-05-17,17:36,33.6,F,F
L-148,2002-11-11,9:29,35.3,F,
L-148,2002-11-27,7:32,32.2,N,
L-148,2002-11-30,8:59,36.6,F,
L-148,2002-12-25,17:14,35.2,N,
L-148,2003-01-03,9:39,41.1,F to B,
L-148,2003-02-04,11:30,38.1,N to F,
L-148,2003-03-13,6:37,39.1,N,
L-148,2003-03-29,9:35,42.1,N,
L-148,2003-10-10,7:28,44.4,N,
L-148,2003-10-27,6:55,45.7,F,
L-148,2003-10-31,8:14,48.5,F,
L-148,2003-11-16,18:36,49.6,F,
L-148,2004-04-24,6:35,51,N,
L-148,2004-05-12,18:19,55,F to B,
L-148,2004-05-14,9:30,56.2,F,
L-148,2004-05-25,9:34,56.2,F,
L-148,2004-06-10,8:10,53.1,N to F,
L-148,2004-11-28,8:42,57.5,F,
L-148,2004-12-05,9:48,58,N to F,
L-148,2004-12-06,18:49,53.3,N,
L-148,2004-12-08,8:45,53.6,N,
L-148,2004-12-18,9:46,53.5,N,
L-148,2004-12-19,7:44,56.2,F,
L-148,2005-01-31,18:47,54.4,N,
L-148,2005-02-09,6:47,55.8,N,
L-148,2005-09-06,19:02,55.9,N,
L-148,2006-03-13,8:50,56.4,N,
L-148,2006-03-23,9:12,61.3,F,
L-148,2006-03-25,6:38,57.8,N to F,
L-148,2006-04-09,7:35,55.3,N,
L-148,2006-04-16,9:22,57.7,N to F,F
L-148,2007-06-08,10:07,53.5,N,
L-148,2008-01-10,6:35,54.8,N to F,
L-148,2008-02-13,7:12,62.6,F,
L-148,2009-08-05,9:25,53.7,N,
L-148,2010-01-04,6:44,60.3,F,
L-148,2010-11-15,8:33,56.5,N to F,
L-149,2001-08-08,18:28,11.1,N,
L-149,2001-08-20,17:46,13.5,N,
L-149,2003-08-22,18:36,38,N,
L-149,2003-09-05,17:45,34.8,N,
L-150,2001-07-17,8:23,11.7,N,
L-150,2001-08-02,18:08,13.1,N,
L-150,2001-09-02,19:00,14.8,N,
L-150,2001-09-09,18:52,14.7,N,
L-150,2001-09-14,17:59,15.6,N,
L-150,2001-10-01,18:12,17,N,
L-150,2001-10-12,18:05,17.4,N,
L-150,2001-10-13,8:36,17.8,N,
L-150,2001-10-17,18:22,18.7,N,
L-150,2001-10-29,18:45,20.2,N,
L-150,2001-10-30,17:35,19.8,N,
L-150,2001-11-02,17:47,22,N to F,S
L-150,2001-11-07,18:05,19.7,N,
L-150,2001-11-20,17:06,20.4,N,
L-150,2001-11-24,17:26,19.8,N,
L-150,2002-04-22,7:58,33.1,F,
L-150,2002-05-15,6:46,29.1,N,
L-150,2002-05-17,8:02,28.8,N,
L-150,2002-05-17,18:11,30.7,N to F,F
L-150,2002-05-21,17:21,27.8,N,
L-151,2001-07-14,18:27,11,N,
L-151,2001-07-17,8:17,11.5,N,
L-151,2001-07-19,18:00,11.2,N,
L-151,2001-07-26,7:23,12.3,N,
L-151,2001-08-02,18:06,12.6,N,
L-151,2001-08-08,17:44,12.5,N,
L-151,2001-08-20,17:38,13.7,N,
L-151,2001-08-24,19:05,14.5,N,
L-151,2001-09-01,18:15,15.1,N,
L-151,2001-09-02,17:52,15,N,
L-151,2001-09-09,18:16,15.1,N,
L-151,2001-09-14,17:43,15.9,N,
L-151,2001-09-25,18:17,16.7,N,
L-151,2001-10-01,18:10,17.1,N,
L-151,2001-10-12,17:49,17.3,N,
L-151,2001-10-17,18:27,19,N,
L-151,2001-10-26,17:24,18.1,N,
L-151,2001-10-29,18:50,18.8,N,
L-151,2001-11-02,17:42,22,N to F,S
L-151,2001-11-07,17:25,18.8,N,
L-151,2001-11-11,17:32,18.6,N,
L-151,2001-11-20,16:56,18.8,N,
L-151,2001-11-21,17:55,18.8,N,
L-151,2001-11-25,18:49,18.5,N,
L-151,2002-04-01,17:20,26.8,N,
L-151,2002-04-07,7:58,27.2,N,
L-151,2002-05-15,6:47,27.3,N,
L-151,2002-05-17,8:01,27.2,N,
L-151,2002-05-17,17:46,30.4,N to F,F
L-151,2002-05-21,17:18,26.1,N,
L-151,2002-06-03,17:59,26,N,
L-151,2002-07-19,18:14,31.1,F,
L-151,2002-11-16,9:19,26.6,N,
L-151,2002-11-21,18:02,29.9,F,
L-151,2002-11-30,8:48,31.4,B,
L-151,2002-12-10,17:41,27.2,F,
L-151,2002-12-25,17:15,26.7,N,
L-151,2002-12-30,9:58,26.7,N,
L-151,2003-02-14,6:40,29.8,F,
L-151,2003-02-14,17:42,28.7,N to F,
L-151,2003-03-27,17:19,30.4,F,
L-151,2003-08-06,18:16,36.3,N,
L-151,2003-08-12,18:24,39.9,F,
L-151,2003-09-07,18:36,41.8,F to B,
L-151,2003-10-19,18:31,38.6,N,
L-151,2003-10-25,8:21,41,F,
L-151,2003-10-31,7:52,40,N to F,
L-151,2004-04-13,18:25,47.1,N,
L-151,2004-05-25,7:07,49,N to F,F
L-151,2004-06-22,8:57,50.9,F,
L-151,2004-06-24,7:08,48,N to F,
L-151,2004-12-05,6:47,62,B,
L-151,2005-01-02,8:52,57.1,F,
L-151,2005-01-06,7:45,54.4,N,
L-151,2005-01-21,7:26,57.8,F,
L-151,2005-06-16,8:18,57.6,F,
L-151,2005-06-22,10:33,59.1,F,
L-151,2005-08-03,18:55,56,N to F,
L-151,2005-08-05,7:03,58.4,F,
L-151,2005-08-11,6:42,55.6,N,
L-151,2005-08-15,8:48,57.9,F,
L-151,2006-03-12,18:14,63.4,F,
L-151,2006-03-14,18:35,65.4,F,
L-151,2006-03-26,18:42,63.2,F,
L-151,2006-08-30,8:09,59.7,F,
L-151,2007-05-19,6:46,55.2,N,
L-151,2007-05-26,7:06,57.3,F,
L-151,2007-05-31,7:35,65,F to B,
L-151,2007-06-15,7:59,61.9,F,
L-151,2007-11-19,7:57,67.7,F,
L-151,2008-01-02,7:00,66,B,
L-151,2008-01-14,7:56,58.8,N,
L-151,2008-02-05,7:35,64.2,F,
L-151,2008-03-16,8:44,66.4,F,
L-151,2008-04-13,10:17,55.2,N,
L-151,2008-04-29,10:27,60.8,F,
L-151,2008-05-08,8:29,59,F,
L-151,2009-05-25,7:52,61.4,F,
L-151,2010-04-03,7:17,59.3,N to F,
L-152,2001-07-19,18:05,10.7,N,
L-152,2001-07-26,7:11,12,N to F,
L-152,2001-08-02,17:28,12.3,N,
L-152,2001-08-08,17:41,12.8,N,
L-152,2001-08-20,18:50,14.1,N,
L-152,2001-08-24,18:32,14.6,N,
L-152,2001-09-01,18:41,14.9,N,
L-152,2001-09-02,18:07,15.2,N,
L-152,2001-09-09,18:17,16,N,
L-152,2001-09-14,18:03,16.8,N,
L-152,2001-09-25,17:37,17,N,
L-152,2001-10-01,18:01,16.9,N,
L-152,2001-10-12,18:11,18.6,N,
L-152,2001-10-26,17:23,20.1,N,
L-152,2001-11-02,17:44,20.3,N,
L-152,2001-11-07,17:46,20.3,N,
L-152,2001-11-11,18:10,20.5,N,
L-152,2001-11-21,18:44,21.1,N,
L-152,2001-11-22,8:29,21.1,N,
L-152,2001-11-25,18:18,21.3,N,
L-152,2001-11-29,17:33,21.1,N,
L-152,2001-12-02,18:26,21.5,N,
L-152,2002-04-07,9:03,30.9,N to F,
L-152,2002-05-08,18:32,27.5,N,
L-152,2002-11-20,6:22,29.4,N,
L-153,2001-08-24,18:37,12.3,N,
L-153,2001-11-02,18:27,16.8,N,
L-153,2001-11-07,17:42,16.6,N,
L-153,2001-11-09,7:01,17.1,N,
L-153,2001-11-11,18:19,16.8,N,
L-153,2001-11-21,7:02,17.4,N,
L-153,2001-11-24,17:49,16.5,N,
L-153,2001-11-25,19:15,17.4,N,S
L-153,2001-11-29,17:23,17.3,N,
L-153,2001-12-02,17:47,17.5,N,
L-153,2002-04-06,9:01,29.3,F,
L-153,2002-04-11,7:03,28.6,N,
L-153,2002-04-18,8:41,28.4,N,
L-153,2002-04-26,18:23,28.3,N,
L-153,2002-04-27,17:55,27.7,N,
L-153,2002-05-21,9:53,26.7,N,
L-153,2002-06-14,10:25,28.1,N,
L-153,2002-06-16,18:19,27.2,N,
L-153,2002-07-05,18:55,27.5,N,
L-153,2002-11-18,18:26,27.2,N,
L-153,2002-12-14,10:10,28.1,N,
L-153,2003-02-04,7:19,29.2,F,
L-153,2003-02-09,7:16,29.2,N to F,
L-153,2003-03-12,8:12,33.5,B,
L-153,2003-03-27,18:56,28.6,N,
L-153,2003-09-19,17:59,36.1,F,
L-153,2003-10-24,6:37,33.7,N,
L-153,2003-10-29,6:35,34.6,N,
L-153,2003-10-31,7:52,43.1,B,
L-153,2003-11-10,17:53,34.5,N,
L-153,2003-11-15,7:50,37.7,N to F,
L-153,2004-05-03,10:02,40.7,N,
L-153,2004-05-14,8:46,47.1,F to B,
L-153,2004-05-25,8:44,47.7,B,
L-153,2004-06-08,7:46,42.9,N,
L-153,2004-06-17,7:01,44.1,N to F,
L-153,2004-06-24,7:06,42,N,
L-153,2004-10-29,9:16,48.2,F,
L-153,2004-12-01,17:46,53.1,F,
L-153,2004-12-19,9:22,48.7,N,
L-153,2005-02-03,6:36,51.5,F,
L-153,2005-06-16,10:17,52.4,N to F,
L-153,2005-06-22,6:38,55.8,F,
L-153,2005-07-05,7:35,53.6,F,
L-153,2005-08-15,6:40,54.3,F,
L-153,2005-08-22,18:18,50.2,N,
L-153,2005-08-24,18:40,53.9,N,
L-153,2006-01-22,18:01,61.6,B,
L-153,2006-02-05,7:45,59.2,B,
L-153,2007-03-03,17:46,55.7,N,
L-153,2007-03-05,18:38,61.2,F,
L-153,2007-03-06,19:02,63.2,F to B,
L-153,2007-03-16,18:10,66.9,B,
L-153,2007-06-04,7:56,63.2,F to B,
L-153,2007-06-15,8:26,60.3,F,
L-153,2007-06-27,6:59,62.5,F,
L-153,2008-02-05,6:45,57.1,N to F,
L-153,2008-02-10,7:42,59,N to F,
L-153,2008-02-14,8:49,56.9,N to F,
L-153,2008-03-15,8:48,65.6,B,
L-153,2008-10-04,6:41,58.7,N to F,
L-153,2008-11-17,7:12,62.8,F,
L-153,2009-05-25,9:19,66.9,B,
L-153,2009-06-12,9:46,56.8,N,
L-154,2001-08-02,18:35,7.8,N,
L-154,2001-08-24,18:48,8.3,N,
L-154,2001-09-25,17:28,10.2,N,
L-154,2001-10-01,18:24,9.9,N,
L-154,2001-10-07,18:28,10,N,
L-154,2001-10-12,18:03,10.8,N,
L-154,2001-10-29,18:31,11.5,N,
L-154,2001-11-07,17:29,11.3,N,
L-154,2001-11-11,17:51,11.6,N,
L-154,2001-11-21,7:02,12.1,N,
L-154,2001-11-22,8:19,11.6,N,
L-154,2001-11-24,18:35,12.1,N,
L-154,2001-12-02,17:55,11.9,N,
L-154,2002-04-07,8:42,21.1,N to F,
L-154,2002-04-08,6:56,20.9,N,
L-154,2002-04-11,6:42,20.2,N,
L-154,2002-04-13,8:10,20.7,N,
L-154,2002-04-14,9:19,21.2,N,
L-154,2002-05-07,9:23,21.2,N,
L-154,2002-05-21,9:55,20.4,N,
L-154,2002-07-15,9:56,17.5,N,
L-155,2001-09-02,18:36,10.1,N,
L-155,2001-10-01,18:38,10.1,N,
L-155,2001-10-07,18:09,10.5,N,
L-155,2001-10-12,18:18,10.9,N,
L-155,2001-10-29,18:28,11.7,N,
L-155,2001-10-30,17:48,11.9,N,
L-155,2001-11-02,18:27,12.8,N,S
L-155,2001-11-07,17:21,12.2,N,
L-155,2001-11-11,17:58,12.5,N,
L-155,2001-11-21,6:59,13.2,N to F,
L-155,2001-11-22,8:13,12.4,N,
L-155,2001-11-23,8:24,13,N to F,
L-155,2001-11-24,18:02,13,N to F,
L-155,2001-11-25,18:33,13.3,N to F,S
L-155,2001-11-29,18:16,13,N,
L-155,2001-12-02,17:57,13.1,N,
L-155,2002-04-07,8:39,23.2,N to F,
L-155,2002-04-08,6:51,23.3,N to F,
L-155,2002-04-11,7:27,22.5,N,
L-155,2002-04-13,8:09,23.2,N,
L-155,2002-05-07,7:49,23.4,N,
L-155,2002-05-18,10:04,23.3,N,
L-155,2002-05-21,9:56,22.5,N,
L-155,2002-07-15,9:47,21.4,N,
L-155,2002-11-17,8:48,21.4,T,
L-155,2002-11-21,9:17,21.7,N to T,
L-155,2002-11-23,9:18,23.2,N,
L-155,2002-12-21,9:00,26.5,F,
L-155,2002-12-29,9:25,24.2,N,
L-155,2003-08-29,8:51,31.1,N,
L-155,2003-10-29,8:58,34.7,F,
L-155,2004-05-06,8:37,45.3,F to B,
L-155,2004-05-14,8:31,44.1,F,
L-155,2004-05-26,18:40,42.3,N,
L-155,2004-06-23,8:02,39.7,N,
L-155,2004-10-25,11:27,46,N,
L-155,2004-11-03,7:25,44.6,N,
L-155,2004-11-26,19:03,45.5,N,
L-155,2004-12-01,17:20,46,N to F,
L-156,2001-08-02,18:38,5.5,N,S
L-156,2001-08-20,17:37,6.2,N,
L-156,2001-09-01,18:17,6.8,N,
L-156,2001-09-14,17:49,6.5,N to T,
L-156,2001-09-25,17:41,7.5,N,
L-156,2001-10-01,18:17,7.7,N,
L-156,2001-10-07,17:52,7.7,N,
L-156,2001-10-27,8:23,8.1,N,
L-156,2001-10-29,18:09,8,N,
L-156,2001-10-30,17:36,8.4,N,
L-156,2001-11-02,18:16,9,N,
L-156,2001-11-03,8:27,9.4,N,
L-156,2001-11-07,17:18,8.7,N,
L-156,2001-11-09,6:46,9.1,N,
L-156,2001-11-20,16:56,9.5,N,
L-156,2001-11-21,17:51,9.2,N,
L-156,2001-11-22,8:22,9.4,N,
L-156,2001-11-23,8:28,8.9,N,
L-156,2001-11-24,17:13,9.2,N,
L-156,2001-11-24,18:15,9.4,N,S
L-156,2001-11-29,17:40,9.3,N,
L-156,2001-12-02,18:20,9.3,N,
L-156,2002-04-01,17:18,18.2,N,
L-156,2002-04-06,10:04,19.8,N to F,
L-156,2002-04-07,8:21,19.6,N to F,
L-156,2002-04-08,6:53,19.4,N,
L-156,2002-04-13,7:39,19.2,N,
L-156,2002-05-09,9:17,20.7,N,
L-156,2002-05-18,8:59,21,N,
L-156,2002-05-27,9:20,19.8,N,
L-156,2002-06-21,9:07,21.4,N,S
L-156,2002-06-22,8:55,21.5,N,
L-156,2002-07-05,17:44,20.5,N,
L-156,2002-11-06,0:00,24.2,N to F,
L-156,2002-11-14,17:10,22.8,N,
L-156,2002-11-30,8:54,25.3,F,
L-156,2002-12-13,8:56,24,N,
L-156,2002-12-22,8:03,25.7,N to F,
L-156,2002-12-29,9:23,25.1,N,
L-156,2003-01-01,8:35,27.5,B,
L-156,2003-01-05,17:11,24.1,N,
L-156,2003-02-04,6:43,28.3,F,
L-156,2003-02-05,10:12,28.2,F,
L-156,2003-03-17,17:45,27.8,N,
L-156,2003-03-29,11:14,28.5,N to F,
L-156,2003-08-06,18:18,35.6,N,
L-156,2003-08-08,7:30,36.7,N to F,
L-156,2003-08-26,6:35,34.1,N,
L-156,2003-08-28,18:06,33.6,N,
L-156,2003-09-05,8:55,32.7,N,
L-156,2003-11-09,17:13,35.2,N,
L-156,2003-11-15,17:25,36.2,N to F,
L-156,2004-05-01,8:03,40.3,N,
L-156,2004-05-18,6:50,48.2,F to B,
L-156,2004-06-05,7:35,44.6,N,
L-156,2004-06-14,6:55,44.6,N to F,
L-156,2004-06-17,7:07,42.3,N,
L-156,2004-10-20,17:46,46.3,N,
L-156,2004-11-03,7:55,53.9,B,
L-156,2004-11-06,17:27,49.2,N,
L-156,2004-11-07,7:45,51.6,F to B,
L-156,2004-11-26,6:33,46,N,
L-156,2004-12-01,18:25,57.7,B,
L-156,2004-12-05,6:49,53.4,B,
L-156,2004-12-19,6:31,47.7,N,
L-156,2005-01-02,8:47,47.1,N,
L-156,2005-01-24,8:57,51.2,F,
L-156,2005-01-24,17:48,51.1,F,
L-156,2005-07-09,7:35,57.5,B,
L-156,2005-07-09,8:33,58.2,B,F
L-156,2005-07-14,7:31,50.8,N to F,
L-156,2005-09-18,8:13,50.1,N,
L-156,2006-02-02,18:32,50.3,N,
L-156,2006-08-24,18:43,49.6,N,
L-156,2006-09-29,18:45,50.4,N to F,
L-156,2007-06-27,7:02,58.2,B,
L-157,2001-08-02,18:50,4.4,N,S
L-157,2001-08-20,17:58,5,N,
L-157,2001-08-24,18:50,5.8,N,
L-157,2001-09-01,18:39,5.8,N,
L-157,2001-09-14,18:36,6,N to T,
L-157,2001-09-25,18:00,6.8,N,
L-157,2001-10-07,18:33,7.1,N,
L-157,2001-10-27,8:27,7.9,N,
L-157,2001-10-29,18:09,7.7,N,
L-157,2001-10-30,18:02,8,N,
L-157,2001-11-02,18:19,8.3,N,
L-157,2001-11-07,17:44,8.4,N,
L-157,2001-11-09,6:47,8.6,N,
L-157,2001-11-20,17:12,8.6,N,
L-157,2001-11-21,17:50,8.4,N,
L-157,2001-11-22,7:30,8.7,N,
L-157,2001-11-23,8:17,8.3,N,
L-157,2001-11-24,17:27,8.4,N,
L-157,2001-11-29,17:18,8.5,N,
L-157,2002-04-06,10:06,16.4,N to F,
L-157,2002-04-07,8:23,16.7,N to F,
L-157,2002-04-08,7:01,16.4,N,
L-157,2002-04-13,7:40,15.8,N,
L-157,2002-05-09,9:18,16.9,N,
L-157,2002-05-27,9:31,16.8,N,
L-157,2002-06-21,9:15,18.1,N,
L-157,2002-06-22,9:07,17.6,N,
L-157,2002-07-05,17:47,17.4,N,
L-158,2001-11-09,6:53,9.5,N,
L-158,2001-11-24,17:40,9.8,N,
L-158,2002-04-14,18:27,18.8,N,
L-158,2002-04-18,8:40,19.2,N,
L-158,2002-04-26,7:03,20.2,N,
L-158,2002-05-06,8:07,20,N,
L-158,2002-05-21,18:13,19.7,N,
L-158,2002-05-29,8:21,20.5,N,
L-159,2001-11-09,7:13,11.8,N,
L-159,2001-11-11,18:38,11.5,N,
L-159,2001-11-21,7:09,11.9,N,
L-159,2001-11-23,8:33,11.9,N,
L-159,2001-11-24,18:40,12.1,N,
L-159,2001-11-25,18:44,12.3,N to F,S
L-159,2001-11-29,18:17,12.2,N,
L-159,2001-12-02,17:45,12.4,N,
L-159,2002-04-01,17:47,18.6,N,
L-159,2002-04-06,9:08,19.5,N to F,S
L-159,2002-04-08,7:15,19,N to F,
L-159,2002-04-08,17:26,18.5,N,
L-159,2002-04-11,7:24,19.2,N,
L-159,2002-04-13,18:51,18.9,N,
L-159,2002-04-14,17:34,18.5,N,
L-159,2002-04-18,8:39,18.8,N,
L-159,2002-04-26,7:05,19.8,N,
L-159,2002-05-06,8:04,18.9,N,
