date,time,latitude,longitude,context,habitat,age,sex,activity,remarks,name,name2,clanID,attendancestop,prey,obsstart,obsstop,sucklingID,denhole,injuryID,earR,earL,altitude,waypoint,observer
2006-10-30,09:21,-3.17802,35.54662,,SSA,ad,2,,,L-153,,L,,,,,,,,,,,,BW+OH
2006-10-30,09:21,-3.17802,35.54662,,SSA,ad,2,,,L-224,,L,,,,,,,,,,,,BW+OH
2006-10-30,09:21,-3.17802,35.54662,,SSA,sad,1,,,L-243,,L,,,,,,,,,,,,BW+OH
2006-10-30,09:42,-3.18603,35.55760,,SSA,ad,1,,,L-227,,L,,,,,,,,,,,,BW+OH
2006-10-30,09:44,-3.18525,35.55877,,SSA,ad,1,,"immigration, does not seem in very good condition, l-227 passes 50m away",M-041,,L,,,,,,,,,,,,BW+OH
2006-10-30,09:55,-3.18323,35.56193,,ERO,ad,1,,,L-202,,L,,,,,,,,,,,,BW+OH
2006-10-30,10:03,-3.18560,35.56942,,ERO,ad,2,,,L-102,,L,,,,,,,,,,,,BW+OH
2006-10-30,10:05,-3.18546,35.56979,,ERO,ad,2,,,L-139,,L,,,,,,,,,,,,BW+OH
2006-10-30,10:09,-3.18495,35.57045,,ERO,ad,2,,,L-132,,L,,,,,,,,,,,,BW+OH
2006-10-30,10:09,-3.18495,35.57045,,ERO,ad,2,,,L-190,,L,,,,,,,,,,,,BW+OH
2006-10-30,10:15,-3.18669,35.57297,,GRM,ad,2,,,L-141,,L,,,,,,,,,,,,BW+OH
2006-10-30,10:19,-3.19329,35.57344,,GRS,ad,2,,intrusion,M-225,,M,,,,,,,,,,,,BW+OH
2006-10-30,17:29,-3.15397,35.61006,,GRS,cub,,,,M-252,,M,,,,,,,,,,,,BW+OH
2006-10-30,17:29,-3.15397,35.61006,,GRS,cub,,,,M-253,,M,,,,,,,,,,,,BW+OH
2006-10-30,17:37,-3.15397,35.61006,,GRS,sad,1,,,M-241,,M,,,,,,,,,,,,BW+OH
2006-10-30,17:38,-3.15397,35.61006,,GRS,cub,,,,M-254,,M,,,,,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,ad,2,,,M-100,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,sad,2,,,M-238,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,sad,2,,,M-239,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-248,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-249,,M,19:05,1,18:42,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-253,,M,19:05,1,18:38,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-260,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-261,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-262,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-263,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-264,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-265,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-266,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-30,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-267,,M,19:05,1,18:20,19:05,,,,,,,,BW+OH
2006-10-31,06:35,-3.20496,35.58606,,ROD/GRS,sad,2,,intrusion,M-239,,M,,,,,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,ad,2,,,L-136,,L,6:48,1,6:43,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,ad,2,,,L-180,,L,6:48,1,6:43,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,ad,2,,,L-187,,L,6:48,1,6:40,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,ad,2,,brings food (WH head),L-205,,L,6:48,1,6:38,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,ad,2,,brings food (WH BB),L-206,,L,6:48,1,6:40,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,cub,,,,L-265,,L,6:48,1,6:38,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,cub,,,,L-266,,L,6:48,1,6:38,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,cub,,,,L-267,,L,6:48,1,6:38,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,cub,,,,L-269,,L,6:48,1,6:38,6:48,,,,,,,,BW+OH
2006-10-31,06:38,-3.16231,35.56209,den Lagos,,ad,1,,,S-101,,L,6:48,1,6:42,6:48,,,,,,,,BW+OH
2006-10-31,06:43,-3.20877,35.58027,,GRM,cub,,,,S-123,,S,,,,,,,,,,,,BW+OH
2006-10-31,06:54,-3.21247,35.56462,,GRS,ad,1,,intrusion,M-051,,A,,,,,,,,,,,,BW+OH
2006-10-31,06:54,-3.21247,35.56462,,GRS,ad,1,,intrusion,M-183,,M,,,,,,,,,,,,BW+OH
2006-10-31,06:54,-3.21247,35.56462,,GRS,ad,1,,"intrusion, returning male",S-091,,A,,,,,,,,,,,,BW+OH
2006-10-31,07:28,-3.21080,35.56129,,GRS,ad,2,,intrusion,M-180,,M,,,,,,,,,,,,BW+OH
2006-10-31,07:43,-3.22233,35.56209,,GRM,ad,1,,intrusion,A-123,,F,,,,,,,,,,,,BW+OH
2006-10-31,07:49,-3.21347,35.56146,,GRS,ad,1,,intrusion,A-146,,L,,,,,,,,,,,,BW+OH
2006-10-31,08:42,-3.23684,35.52636,,BUR,ad,2,,,T-085,,T,,,,,,,,,,,,BW+OH
2006-10-31,08:42,-3.23684,35.52636,,BUR,ad,1,,,T-099,,T,,,,,,,,,,,,BW+OH
2006-10-31,09:10,-3.23648,35.52702,,BUR,ad,1,,,N-103,,T,,,,,,,,,,,,BW+OH
2006-10-31,09:10,-3.23648,35.52702,,BUR,ad,2,,,T-100,,T,,,,,,,,,,,,BW+OH
2006-10-31,09:28,-3.23609,35.53136,,GRS,ad,1,,,X-041,,T,,,,,,,,,,,,BW+OH
2006-10-31,09:32,-3.23314,35.53602,,LKS,ad,2,,,T-013,,T,,,,,,,,,,,,BW+OH
2006-10-31,10:13,-3.22581,35.56582,,GRS,ad,1,,intrusion,M-041,,L,,,,,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,ad,1,,,A-093,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,ad,2,,,M-152,,M,19:10,1,18:51,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,ad,2,,,M-180,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-248,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-249,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-252,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-253,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-260,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-261,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-262,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-263,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-264,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-265,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-266,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-267,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-268,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-10-31,17:41,-3.15710,35.61296,den Mango,,cub,,,,M-269,,M,19:10,1,17:41,19:10,,,,,,,,BW+OH
2006-11-01,06:25,-3.14409,35.58722,den Eule,,ad,2,,,E-102,,E,6:35,1,6:25,6:35,,,,,,,,BW+OH
2006-11-01,06:25,-3.14409,35.58722,den Eule,,ad,2,,,E-115,,E,6:35,1,6:25,6:35,,yes,,,,,,BW+OH
2006-11-01,07:10,,,den Ananas,,ad,2,,,A-164,,A,7:25,1,7:10,7:25,,,,,,,,BW+OH
2006-11-01,07:10,,,den Ananas,,cub,,,,A-220,,A,7:25,1,7:10,7:25,,,,,,,,BW+OH
2006-11-01,07:30,-3.13268,35.51764,den Jackal,,ad,2,,,A-119,,A,7:55,1,7:50,7:55,,,,,,,,BW+OH
2006-11-01,07:30,-3.13268,35.51764,den Jackal,,cub,,,,A-207,,A,7:55,1,7:30,7:55,,,,,,,,BW+OH
2006-11-01,07:30,-3.13268,35.51764,den Jackal,,cub,,,A-mcub,A-213,,A,7:55,1,7:30,7:55,,,,,,,,BW+OH
2006-11-01,07:47,-3.13380,35.51723,,GRL,sad,2,,,A-200,,A,,,,,,,,,,,,BW+OH
2006-11-01,07:47,-3.13380,35.51723,,GRL,sad,2,,,A-201,,A,,,,,,,,,,,,BW+OH
2006-11-01,07:59,-3.13342,35.52012,,GRL,ad,2,,,A-139,,A,,,,,,,,,,,,BW+OH
2006-11-01,07:59,-3.13342,35.52012,,GRL,cub,,,,A-209,,A,,,,,,,,,,,,BW+OH
2006-11-01,08:05,-3.14873,35.51888,den Amrit,,ad,2,,,A-013,,A,8:10,1,8:05,8:10,,,,,,,,BW+OH
2006-11-01,08:05,-3.14873,35.51888,den Amrit,,ad,2,,,A-015,,A,8:10,1,8:05,8:10,,,,,,,,BW+OH
2006-11-01,08:05,-3.14873,35.51888,den Amrit,,cub,,,,A-210,,A,8:10,1,8:05,8:10,,,,,,,,BW+OH
2006-11-01,08:10,-3.15021,35.51790,,GRS,sad,2,,,A-194,,A,,,,,,,,,,,,BW+OH
2006-11-01,08:10,-3.15021,35.51790,,GRS,sad,2,,,A-195,,A,,,,,,,,,,,,BW+OH
2006-11-01,08:12,-3.15128,35.51632,,GRS,sad,2,,,A-206,,A,,,,,,,,,,,,BW+OH
2006-11-01,08:40,-3.13268,35.51764,den Jackal,,ad,2,,,A-119,,A,9:10,1,8:40,8:45,,,,,,,,BW+OH
2006-11-01,08:40,-3.13268,35.51764,den Jackal,,sad,2,,,A-201,,A,9:10,1,8:58,9:10,,,,,,,,BW+OH
2006-11-01,08:40,-3.13268,35.51764,den Jackal,,sad,2,,,A-206,,A,9:10,1,8:41,9:10,,,,,,,,BW+OH
2006-11-01,08:40,-3.13268,35.51764,den Jackal,,cub,,,,A-207,,A,9:10,1,8:40,9:10,,,,,,,,BW+OH
2006-11-01,08:40,-3.13268,35.51764,den Jackal,,cub,,,A-mcub,A-213,,A,9:10,1,8:40,9:10,,,,,,,,BW+OH
2006-11-01,08:40,-3.13268,35.51764,den Jackal,,ad,1,,,X-017,,A,9:10,1,9:06,9:08,,,,,,,,BW+OH
2006-11-01,09:27,-3.16361,35.52240,,ERO,ad,2,,,A-106,,A,,,,,,,,,,,,BW+OH
2006-11-01,09:40,-3.19985,35.51706,,GRS,ad,1,,,L-082,,F,,,,,,,,,,,,BW+OH
2006-11-01,09:44,-3.20218,35.52017,,GRS,ad,1,,,A-138,,F,,,,,,,,,,,,BW+OH
2006-11-01,09:47,-3.20177,35.52113,den F-099 birth,,ad,2,,,F-099,,F,9:55,3,9:47,9:55,,,,,,,,BW+OH
2006-11-01,09:47,-3.20177,35.52113,den F-099 birth,,cub,,,,F-124,,F,9:55,3,9:47,9:55,,,,,,,,BW+OH
2006-11-01,10:01,-3.20441,35.52898,,GRM,ad,1,,,A-124,,F,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,1,,,M-144,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,1,,,M-181,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,1,,,N-094,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,2,,,S-082,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,2,,,S-084,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,2,,,S-105,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,1,,,S-113,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,1,,,S-114,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,sad,2,,,S-116,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,sad,2,,,S-118,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,cub,,,,S-120,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,cub,,,,S-121,,S,,,,,,,,,,,,BW+OH
2006-11-01,17:50,-3.20224,35.58097,,GRM,ad,1,,,T-040,,S,,,,,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,ad,2,,,A-008,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,ad,1,,,N-094,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,ad,2,,,S-082,,S,18:46,1,18:32,18:40,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,ad,2,,,S-086,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,ad,2,,,S-105,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,cub,,,,S-122,,S,18:46,1,18:32,18:40,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,cub,,,,S-123,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,cub,,,,S-124,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,cub,,,,S-125,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,cub,,,,S-126,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-01,18:32,-3.20150,35.57434,den Shingo,,cub,,,,S-127,,S,18:46,1,18:32,18:46,,,,,,,,BW+OH
2006-11-02,06:38,-3.19910,35.58614,,GRM,ad,2,,,L-002,,L,,,,,,,,,,,,BW+OH
2006-11-02,06:48,-3.20307,35.57843,,GRM,ad,1,,intrusion,M-183,,M,,,,,,,,,,,,BW+OH
2006-11-02,06:50,-3.20358,35.57835,,GRM,ad,2,,intrusion,M-201,,M,,,,,,,,,,,,BW+OH
2006-11-02,06:50,-3.20358,35.57835,,GRM,ad,1,,,N-094,,S,,,,,,,,,,,,BW+OH
2006-11-02,06:50,-3.20358,35.57835,,GRM,ad,2,,,S-084,,S,,,,,,,,,,,,BW+OH
2006-11-02,06:50,-3.20358,35.57835,,GRM,ad,2,,,S-105,,S,,,,,,,,,,,,BW+OH
2006-11-02,06:50,-3.20358,35.57835,,GRM,ad,2,,,S-112,,S,,,,,,,,,,,,BW+OH
2006-11-02,06:50,-3.20358,35.57835,,GRM,cub,,,,S-123,,S,,,,,,,,,,,,BW+OH
2006-11-02,06:50,-3.20358,35.57835,,GRM,cub,,,,S-124,,S,,,,,,,,,,,,BW+OH
2006-11-02,07:05,-3.20295,35.57774,,GRS,ad,2,,,S-086,,S,,,,,,,,,,,,BW+OH
2006-11-02,07:05,-3.20295,35.57774,,GRS,cub,,,,S-127,,S,,,,,,,,,,,,BW+OH
2006-11-02,07:10,-3.20572,35.57724,den Shumli,,ad,2,,,A-008,,S,7:12,3,7:10,7:12,,,,,,,,BW+OH
2006-11-02,07:10,-3.20572,35.57724,den Shumli,,cub,,,,S-125,,S,7:12,3,7:10,7:12,,,,,,,,BW+OH
2006-11-02,07:11,-3.20295,35.57774,,GRS,ad,1,,,M-197,,S,,,,,,,,,,,,BW+OH
2006-11-02,07:14,-3.20727,35.57571,,GRM,ad,1,,intrusion,L-194,,M,,,,,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,ad,2,,,A-008,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,ad,1,,,M-144,,S,8:05,3,7:37,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,ad,2,,"wa around in den area, shambas do not care, see also interactions",M-201,,M,8:05,3,7:20,7:30,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,ad,2,,,M-201,,M,8:05,3,7:32,8:02,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,ad,1,,,N-094,,S,8:05,3,7:40,8:04,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,ad,2,,,S-086,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,ad,2,,,S-105,,S,8:05,3,7:37,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,ad,1,,,S-114,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,sad,2,,,S-118,,S,8:05,3,7:30,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,cub,,,,S-122,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,cub,,,,S-123,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,cub,,,,S-124,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,cub,,,,S-125,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,cub,,,,S-126,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,07:20,-3.20572,35.57724,den Shumli,,cub,,,,S-127,,S,8:05,3,7:20,8:05,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,ad,1,,,M-181,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,ad,1,,,N-094,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,ad,2,,,S-084,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,ad,2,,,S-105,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,ad,2,,,S-112,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,cub,,,,S-121,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,cub,,,,S-122,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,cub,,,,S-123,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:10,-3.20295,35.58058,,GRS,cub,,,,S-124,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:15,-3.20295,35.58058,,GRS,sad,2,,,S-116,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:15,-3.20295,35.58058,,GRS,sad,1,,,S-117,,S,,,,,,,,,,,,BW+OH
2006-11-02,08:45,-3.20237,35.57800,,GRM,ad,1,,,T-040,,S,,,,,,,,,,,,BW+OH
2006-11-02,09:43,-3.20790,35.59569,,GRM,ad,1,,intrusion,L-164,,L,,,,,,,,,,,,BW+OH
2006-11-02,10:01,-3.20356,35.59229,,GRM,ad,2,,intrusion,L-114,,L,,,,,,,,,,,,BW+OH
2006-11-02,10:11,-3.18329,35.57375,,ROD/MOD,ad,2,,,L-156,,L,,,,,,,,,,,,BW+OH
2006-11-02,10:11,-3.18329,35.57375,,ROD/MOD,ad,2,,,L-191,,L,,,,,,,,,,,,BW+OH
2006-11-02,10:11,-3.18329,35.57375,,ROD/MOD,ad,1,,,L-227,,L,,,,,,,,,,,,BW+OH
2006-11-02,10:28,-3.18205,35.57229,,ROD/MOD,ad,1,,"intrusion, returning male",L-196,,A,,,,,,,,,,,,BW+OH
2006-11-03,06:23,-3.14803,35.59249,,GRS,ad,2,,,E-103,,E,,,,,,,,,,,,BW+OH
2006-11-03,06:23,-3.14803,35.59249,,GRS,sad,2,,,E-139,,E,,,,,,,,,,,,BW+OH
2006-11-03,06:28,-3.14409,35.58722,den Eule,,ad,2,,,E-115,,E,6:30,1,6:28,6:30,,,,,,,,BW+OH
2006-11-03,06:50,-3.14873,35.51888,den Amrit,,ad,2,,,A-013,,A,7:05,1,6:50,7:05,,,,,,,,BW+OH
2006-11-03,06:50,-3.14873,35.51888,den Amrit,,ad,2,,,A-178,,A,7:05,1,6:50,7:05,,,,,,,,BW+OH
2006-11-03,06:50,-3.14873,35.51888,den Amrit,,cub,,,,A-209,,A,7:05,1,6:50,7:05,,,,,,,,BW+OH
2006-11-03,07:32,-3.19894,35.52059,,GRS,ad,2,,,F-097,,F,,,,,,,,,,,,BW+OH
2006-11-03,07:32,-3.19894,35.52059,,GRS,ad,2,,,F-107,,F,,,,,,,,,,,,BW+OH
2006-11-03,07:32,-3.19894,35.52059,,GRS,sad,1,,,F-117,,F,,,,,,,,,,,,BW+OH
2006-11-03,07:32,-3.19894,35.52059,,GRS,ad,1,,,L-083,,F,,,,,,,,,,,,BW+OH
2006-11-03,07:40,-3.19434,35.51767,,GRM,sad,1,,,F-120,,F,,,,,,,,,,,,BW+OH
2006-11-03,09:13,-3.20177,35.52113,den F-099 birth,,ad,2,,,F-096,,F,9:55,3,9:13,9:55,,,,,,,,BW+OH
2006-11-03,09:13,-3.20177,35.52113,den F-099 birth,,ad,2,,"F-099 prob has 2 cubs, one we saw and we also heard wh/la by cub and reaction of F-099 as if 2 cubs were fighting",F-099,,F,9:55,3,9:13,9:55,,yes,,,,,,BW+OH
2006-11-03,09:13,-3.20177,35.52113,den F-099 birth,,cub,,,,F-124,,F,9:55,3,9:13,9:55,,,,,,,,BW+OH
2006-11-03,09:13,-3.20177,35.52113,den F-099 birth,,cub,,,,F-126,,F,9:55,3,9:13,9:55,,,,,,,,BW+OH
2006-11-03,09:13,-3.20177,35.52113,den F-099 birth,,cub,,,,F-127,,F,9:55,3,9:13,9:55,,,,,,,,BW+OH
2006-11-03,10:00,-3.20475,35.52844,,LKS,ad,1,,,A-123,,F,,,,,,,,,,,,BW+OH
2006-11-03,10:00,-3.20447,35.52826,,LKS,ad,1,,,A-138,,F,,,,,,,,,,,,BW+OH
2006-11-03,10:00,-3.20447,35.52826,,LKS,ad,1,,,F-115,,F,,,,,,,,,,,,BW+OH
2006-11-03,10:00,-3.20447,35.52826,,LKS,ad,1,,,L-082,,F,,,,,,,,,,,,BW+OH
2006-11-03,18:17,-3.15755,35.61631,,GRS,ad,2,,,M-180,,M,,,,,,,,,,,,BW+OH
2006-11-03,18:18,-3.15755,35.61631,,GRS,sad,2,,,M-243,,M,,,,,,,,,,,,BW+OH
2006-11-03,18:20,-3.15909,35.61335,,GRM,ad,1,,,A-056,,M,,,,,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,ad,2,,,M-098,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,ad,2,,,M-100,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,ad,2,,,M-122,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,ad,2,,,M-152,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,ad,2,,,M-180,,M,19:08,1,18:25,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,ad,1,,,M-207,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,sad,2,,,M-232,,M,19:08,1,18:52,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-248,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-249,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-260,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-261,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-262,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-263,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-264,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-265,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-266,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-267,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
2006-11-03,18:20,-3.15710,35.61296,den Mango,,cub,,,,M-268,,M,19:08,1,18:20,19:08,,,,,,,,BW+OH
