date,time,latitude,longitude,context,habitat,age,sex,activity,remarks,name,name2,clanID,attendancestop,prey,obsstart,obsstop,sucklingID,denhole,injuryID,earR,earL,altitude,waypoint,observer
1993-02-10,08:48,,,,GRS,ad,2,,,M-016,,M,,,,,,,,,,,,BBC
1993-02-10,08:48,,,,GRS,cub,,,,,M-016-cub1,M,,,,,,,,,,,,BBC
1993-02-10,08:48,,,,GRS,cub,,,,,M-016-cub2,M,,,,,,,,,,,,BBC
1993-02-10,09:00,,,,GRS,ad,2,,,M-005,,M,,,,,,,,,,,,BBC
1993-02-10,09:33,,,,GRS,ad,2,,,M-006,,M,,,,,,,,,,,,BBC
1993-02-10,09:58,,,,GRS,ad,1,,,L-042,,L,,,,,,,,,,,,BBC
1993-02-10,10:29,,,,GRS,ad,2,,,M-003,,M,,,,,,,,,,,,BBC
1995-01-05,10:40,,,,GRS,ad,2,,one-day visit,L-009,,L,,,,,,,,,,,,BW+OH
1995-01-05,10:40,,,,GRS,ad,1,,one-day visit,L-042,,L,,,,,,,,,,,,BW+OH
1995-01-05,11:00,,,,GRS,ad,2,,one-day visit,L-015,,L,,,,,,,,,,,,BW+OH
1995-01-05,11:00,,,,GRS,ad,1,,one-day visit,L-041,,L,,,,,,,,,,,,BW+OH
1995-01-05,11:00,,,,GRS,ad,1,,one-day visit,L-043,,L,,,,,,,,,,,,BW+OH
1996-03-28,07:11,,,,GRS,ad,1,,one-day visit,M-044,,M,,,,,,,,,,,,BW+OH
1996-03-28,07:20,-3.15567,35.62200,,GRS,ad,2,,one-day visit,,,M,,,,,,,,,,,,BW+OH
1996-03-28,07:30,-3.15917,35.62750,,GRS,ad,2,,one-day visit,M-017,,M,,,,,,,,,,,,BW+OH
1996-03-28,08:41,-3.17950,35.61050,,HER,ad,2,,one-day visit,M-015,,M,,,,,,,,,,,,BW+OH
1996-03-28,08:46,-3.18300,35.60950,,HER,ad,1,,one-day visit,M-044,,M,,,,,,,,,"3,big",,,BW+OH
1996-03-28,08:53,-3.19167,35.60183,,HER,ad,2,,one-day visit,L-011,,L,,,,,,,,,,,,BW+OH
1996-03-28,08:55,-3.19267,35.60067,,HER,ad,2,,one-day visit,L-009,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:02,-3.19567,35.59650,,HER,ad,2,,one-day visit,L-009,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:10,-3.20100,35.59617,,HER,ad,2,,one-day visit,L-002,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:40,-3.20150,35.59150,,HER,ad,2,,"one-day visit, belly full to bloated",,,X,,,,,,,,,,,,BW+OH
1996-03-28,09:54,-3.18083,35.55850,,SSA,ad,,,one-day visit,,,X,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,L-043,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:56,-3.17867,35.55333,,SSA,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,09:58,-3.17867,35.55333,,SSA,ad,2,,one-day visit,L-004,,L,,,,,,,,,,,,BW+OH
1996-03-28,10:10,-3.18033,35.54700,,GRS,ad,1,,one-day visit,L-047,,L,,,,,,,,,,,,BW+OH
1996-03-28,10:10,-3.18033,35.54700,,GRS,ad,2,,"one-day visit, this adf followed the adm from above, abscess on neck",,,L,,,,,,,,,,,,BW+OH
1996-03-28,10:10,-3.18033,35.54700,,GRS,ad,1,,one-day visit,,,L,,,,,,,,,,,,BW+OH
1996-03-28,10:28,-3.17517,35.54567,,,ad,,,one-day visit,,,X,,,,,,,,,,,,BW+OH
1996-03-28,10:32,-3.17450,35.54883,,,ad,,,one-day visit,,,X,,,,,,,,,,,,BW+OH
1996-04-12,08:53,-3.16367,35.63417,,HER,ad,,,,,,X,,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.15150,35.63517,kill,GRS,ad,2,,at first kill,M-007,,M,10:25,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.15150,35.63517,kill,GRS,ad,2,,"at first kill, dominant to all other HY at kill",M-007,,M,10:25,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.15150,35.63517,kill,GRS,ad,1,,"at first kill, full to bloated",M-010,,M,10:25,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.15150,35.63517,kill,GRS,ad,2,,at first kill,M-011,,M,10:25,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.15150,35.63517,kill,GRS,ad,1,,at first kill,M-040,,M,10:25,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.15150,35.63517,kill,GRS,ad,1,,"at first kill, stole leg",M-048,,M,10:25,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.14650,35.64183,kill,GRS,ad,1,,at first kill,M-047,,M,10:25,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.14650,35.64183,kill,GRS,ad,,,at first kill,,,M,10:25,,,,,,,,,,,BW+OH
1996-04-12,09:37,-3.14650,35.64183,kill,GRS,ad,,,at first kill,,,M,10:25,,,,,,,,,,,BW+OH
1996-04-13,10:30,-3.19833,35.58833,,HER,ad,2,,,L-004,,L,,,,,,,,,,,,BW+OH
1996-04-13,10:30,-3.19833,35.58833,,HER,ad,2,,,L-008,,L,,,,,,,,,,,,BW+OH
1996-04-13,11:14,-3.19500,35.58900,,HER,ad,1,,,L-043,,L,,,,,,,,,,,,BW+OH
1996-04-13,11:14,-3.19500,35.58900,,HER,ad,,,,,,X,,,,,,,,,,,,BW+OH
1996-04-13,11:17,-3.19550,35.59100,,HER,ad,2,,"lactating, seen again at 3 11.91; 35 35.46",L-003,,L,,,,,,,,,,,,BW+OH
1996-04-13,12:17,-3.19550,35.59100,,HER,ad,2,,,L-004,,L,,,,,,,,,,,,BW+OH
1996-04-13,12:17,-3.19550,35.59100,,HER,ad,2,,,L-008,,L,,,,,,,,,,,,BW+OH
1996-04-13,13:31,-3.19683,35.59917,,GRS,ad,1,,,L-040,,L,,,,,,,,,,,,BW+OH
1996-04-13,15:24,-3.21250,35.60200,,RODK,ad,,,,,,X,,,,,,,,,,,,BW+OH
1996-04-14,06:56,-3.19783,35.59483,,GRS,ad,2,,R towards kill at 3 12.38; 35 35.28,S-004,,S,,,,,,,,,,,,BW+OH
1996-04-14,07:07,-3.20250,35.58833,,GRS,ad,2,,R to kill at 3 12.38; 35 35.28,L-004,,L,,,,,,,,,,,,BW+OH
1996-04-14,07:07,-3.20250,35.58833,,GRS,ad,2,,"R to kill at 3 12.38; 35 35.28, with part of kill",L-007,,L,,,,,,,,,,,,BW+OH
1996-04-14,07:07,-3.20250,35.58833,,GRS,ad,,,R to kill at 3 12.38; 35 35.28,,,X,,,,,,,,,,,,BW+OH
1996-04-14,07:07,-3.20250,35.58833,,GRS,ad,,,R to kill at 3 12.38; 35 35.28,,,X,,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20650,35.58833,kill,GRS,ad,2,,at second kill,L-009,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20650,35.58833,kill,GRS,ad,2,,at second kill,L-013,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20650,35.58833,kill,GRS,ad,1,,at second kill,L-040,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20650,35.58833,kill,GRS,ad,1,,at second kill,L-044,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20633,35.58800,kill,GRS,ad,2,,at second kill,L-002,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20633,35.58800,kill,GRS,ad,,,at second kill,L-004,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20633,35.58800,kill,GRS,ad,2,,at second kill,L-005,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20633,35.58800,kill,GRS,ad,,,at second kill,L-007,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20633,35.58800,kill,GRS,ad,2,,"at second kill, wet",L-008,,L,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20633,35.58800,kill,GRS,ad,,,at second kill,S-004,,S,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20633,35.58800,kill,GRS,ad,,,at second kill,,,X,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:20,-3.20633,35.58800,kill,GRS,ad,,,at second kill,,,X,7:30,,,,,,,,,,,BW+OH
1996-04-14,07:44,-3.21433,35.57117,,SSA,ad,2,,,S-001,,S,,,,,,,,,,,,BW+OH
1996-04-14,07:44,-3.21433,35.57117,,SSA,ad,2,,,S-004,,S,,,,,,,,,,,,BW+OH
1996-04-14,07:44,-3.21433,35.57117,,SSA,ad,1,,,S-040,,S,,,,,,,,,,,,BW+OH
1996-04-14,07:44,-3.21433,35.57117,,SSA,ad,1,,,S-041,,S,,,,,,,,cut,,,,BW+OH
1996-04-14,07:44,-3.21433,35.57117,,SSA,ad,1,,,S-044,,S,,,,,,,,,,,,BW+OH
1996-04-14,09:19,-3.15550,35.51800,,HER,ad,1,,,A-011,,A,,,,,,,,,"1,big",,,BW+OH
1996-04-14,10:47,-3.20167,35.58567,,LAK,ad,,,could be same as animals at second kill,,,X,,,,,,,,,,,,BW+OH
1996-04-14,10:47,-3.20167,35.58567,,LAK,ad,,,could be same as animals at second kill,,,X,,,,,,,,,,,,BW+OH
1996-04-14,11:06,-3.19650,35.59500,,GRS,ad,2,,"WA, LO, GT L-045, then WA",L-014,,L,,,,,,,,,,,,BW+OH
1996-04-14,11:06,-3.19650,35.59500,,GRS,ad,1,,"to 3 11.45; 35 36.15, then turning and going back",L-045,,L,,,,,,,,,,,,BW+OH
1996-04-14,11:12,-3.19250,35.59783,,GRS,ad,,,,,,X,,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,2,,"at third kill, LO to 3 10.95; 35 36.31, met adf there",M-003,,M,11:55,,,,,,,11,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,2,,"at third kill, group of animals",M-006,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,2,,"at third kill, carries grass",M-009,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,2,,"at third kill, lactating, full to bloated",M-012,,M,11:55,,,,,,,10+11,1,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,1,,"at third kill, with H of WI",M-047,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,1,,"at third kill, ""laech. Fuss""",M-049,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,1,,at third kill,M-054,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,sad,1,,"at third kill, LO with M-003 to 3 10.95; 35 36.31",M-087,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,sad,1,,at third kill,M-092,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,,,at third kill,,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,11:24,-3.19100,35.60983,kill WIL,GRS,ad,,,at third kill,,,M,11:55,,,,,,,,,,,BW+OH
1996-04-14,12:03,-3.18133,35.60583,,GRS,ad,2,,"lactating, EA bone, probably of kill of before",M-001,,M,,,,,,,,12,1+2,,,BW+OH
1996-04-14,12:16,-3.18000,35.60133,,HER,ad,2,,"we FO M03, WA from 3 11.46; 35 36.59 via 3 10.86; 35 36.35 to 3 10.80; 35 36.08",M-003,,M,,,,,,,,,,,,BW+OH
1996-04-14,12:30,-3.18017,35.59917,den Mosi,GRS,ad,2,,"lactating, just by the den",M-004,,M,13:00,,,,,,,11,"1,2+4",,,BW+OH
1996-04-14,13:38,-3.19533,35.59767,,GRS,ad,2,,,L-001,,L,,,,,,,,9+10,2,,,BW+OH
1996-04-14,13:38,-3.19533,35.59767,,GRS,ad,2,,lactating,L-005,,L,,,,,,,,,,,,BW+OH
1996-04-14,13:38,-3.19533,35.59767,,GRS,sad,1,,,L-049,,L,,,,,,,,,,,,BW+OH
1996-04-14,15:50,-3.18017,35.59917,den Mosi,GRS,ad,2,,fast gleich wie M-002,M-001,,M,17:30,,,,,,,,,,,BW+OH
1996-04-14,15:50,-3.18017,35.59917,den Mosi,GRS,ad,2,,"wound on LHL, right nose hole nearly closed",M-002,,M,17:30,,,,,,,,1,,,BW+OH
1996-04-14,15:50,-3.18017,35.59917,den Mosi,GRS,ad,2,,"warts on neck + betw eye and ear, ri si",M-003,,M,17:30,,,,,,,,,,,BW+OH
1996-04-14,15:50,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-004,,M,17:30,,,,,,,,,,,BW+OH
1996-04-14,15:50,-3.18017,35.59917,den Mosi,GRS,ad,2,,zwei helle Flecken auf li Seite oberhalb Schnauzhaare,M-005,,M,17:30,,,,,,,,,,,BW+OH
1996-04-14,15:50,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-081,,M,17:30,,,,,,,,,,,BW+OH
1996-04-14,15:50,-3.18017,35.59917,den Mosi,GRS,sad,2,,,M-086,,M,17:30,,,,,,,,,,,BW+OH
1996-04-14,15:50,-3.18017,35.59917,den Mosi,GRS,cub,,,spots just appearing,M-093,,M,17:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-001,,M,9:30,,,,,,,11,1+2,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-003,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-008,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-009,,M,9:30,,,,,,,,"4,sm",,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-010,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-042,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-046,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,1,,tried several times to copulate with a cub,M-047,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-047,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-080,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,cub,,,"has already all spots, but is still dark",M-080,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,sad,2,,"light face, light FL",M-086,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-090,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,cub,,,"2 black cubs with spots on front half, males?",M-093,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:28,-3.18017,35.59917,den Mosi,GRS,cub,,,same as one before?,,,M,9:30,,,,,,,,,,,BW+OH
1996-04-15,07:34,-3.17300,35.59383,,GRS,ad,2,,"leading ""bound patrol group"" (5 animals)",M-003,,M,,,,,,,,small notch,,,,BW+OH
1996-04-15,07:34,-3.17300,35.59383,,GRS,ad,1,,bound patrol group,M-046,,M,,,,,,,,,,,,BW+OH
1996-04-15,07:34,-3.17067,35.59350,,GRS,ad,1,,bound patrol group,M-042,,M,,,,,,,,,2,,,BW+OH
1996-04-15,07:34,-3.17067,35.59350,,GRS,ad,1,,bound patrol group,M-046,,M,,,,,,,,,,,,BW+OH
1996-04-15,07:50,-3.17300,35.59383,,GRS,ad,1,,bound patrol group,M-008,,M,,,,,,,,,,,,BW+OH
1996-04-15,07:51,-3.17300,35.59383,,GRS,ad,1,,,M-042,,M,,,,,,,,,1,,,BW+OH
1996-04-15,07:53,-3.17900,35.59683,,GRS,ad,1,,,M-008,,M,,,,,,,,,,,,BW+OH
1996-04-15,07:53,-3.17900,35.59683,,GRS,ad,1,,bound patrol group,M-010,,M,,,,,,,,,oben gewellt,,,BW+OH
1996-04-16,08:25,-3.16682,35.61723,,GRS,ad,2,,dead,M-011,,M,,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,ad,2,,squashed nose,M-002,,M,17:57,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,ad,2,,M-040 displaced this adf,M-014,,M,17:57,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-040,,M,17:57,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,ad,1,,bad injury on LHL around whole leg,M-041,,M,17:57,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-080,,M,17:57,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,sad,2,,,M-086,,M,17:57,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,sad,1,,light cub,M-087,,M,17:57,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,cub,,,WA quite far away from den,M-089,,M,17:57,,,,,,,,,,,BW+OH
1996-04-24,17:03,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-091,,M,17:57,,,,,,,,,,,BW+OH
1996-04-25,09:02,-3.17467,35.60600,,GRS,ad,,,,,,X,,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,2,,below ri eye small pink scar,M-001,,M,10:47,,,,,,,11,1+2,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-004,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-009,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-043,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-080,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-093,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,ad,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,09:13,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,10:47,,,,,,,,,,,BW+OH
1996-04-25,13:46,-3.20183,35.58650,,GRS,ad,2,,not shy,L-004,,L,,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-001,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-002,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-003,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-004,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,ad,2,,2 cubs SU from her very dark at the back,M-005,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-009,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-043,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-080,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,cub,,,dominant cub of M-003,M-082,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,cub,,,subordinate cub of M-003,M-083,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-091,,M,16:46,,,,,,,,,,,BW+OH
1996-04-25,15:14,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-093,,M,16:46,,,,,,,,,,,BW+OH
1996-04-26,07:07,-3.16367,35.63400,,HER,ad,,,"prob adm, very light",,,X,,,,,,,,,,,,BW+OH
1996-04-26,07:44,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-001,,M,11:30,,,,,,,,,,,BW+OH
1996-04-26,07:44,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-003,,M,11:30,,,,,,,,,,,BW+OH
1996-04-26,07:44,-3.18017,35.59917,den Mosi,GRS,ad,1,,chased M-040 over 3m,M-008,,M,11:30,,,,,,,,,,,BW+OH
1996-04-26,07:44,-3.18017,35.59917,den Mosi,GRS,ad,1,,lower jaw shifted to right,M-040,,M,11:30,,,,,,,,,,,BW+OH
1996-04-26,07:44,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-042,,M,11:30,,,,,,,,2,,,BW+OH
1996-04-26,07:44,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-081,,M,11:30,,,,,,,,,,,BW+OH
1996-04-26,07:44,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-091,,M,11:30,,,,,,,,,,,BW+OH
1996-04-26,13:59,-3.15900,35.50650,,GRM,ad,1,,,A-047,,A,,,,,,,,,2,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-001,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-003,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-004,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,ad,2,,"LFL: zig-zag-pattern, seems high-ranking",M-009,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-040,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,ad,1,,,M-042,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-080,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-081,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,cub,,,light,M-083,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,sad,2,,very light,M-086,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-091,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,17:38,,,,,,,,,,,BW+OH
1996-04-26,16:06,-3.18017,35.59917,den Mosi,GRS,cub,,,,,,M,17:38,,,,,,,,,,,BW+OH
1996-04-27,07:02,-3.14267,35.65517,,HER,sad,,,Sopa road,,,X,,,,,,,,,,,,BW+OH
1996-04-27,07:27,-3.17267,35.60667,,GRS,ad,1,,,M-048,,M,,,,,,,,,,,,BW+OH
1996-04-27,07:38,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-003,,M,9:28,,,,,,,,,,,BW+OH
1996-04-27,07:38,-3.18017,35.59917,den Mosi,GRS,ad,2,,,M-005,,M,9:28,,,,,,,,,,,BW+OH
1996-04-27,07:38,-3.18017,35.59917,den Mosi,GRS,ad,2,,CH M-045,M-007,,M,9:28,,,,,,,,,,,BW+OH
1996-04-27,07:38,-3.18017,35.59917,den Mosi,GRS,ad,1,,"bad injury (of snare?), is L close to M-003",M-041,,M,9:28,,,,,,,,,,,BW+OH
1996-04-27,07:38,-3.18017,35.59917,den Mosi,GRS,ad,1,,"ejaculated, CH by M-007",M-045,,M,9:28,,,,,,,,gewellt,,,BW+OH
1996-04-27,07:38,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-081,,M,9:28,,,,,,,,,,,BW+OH
1996-04-27,07:38,-3.18017,35.59917,den Mosi,GRS,cub,,,,M-083,,M,9:28,,,,,,,,,,,BW+OH
