date,time,latitude,longitude,location,species,sequence,name,name2,focal_voc,other_sound,sequence_total,sequence_missed_start,sequence_missed_end,sequence_recorded,audioID,original_file,count_original_file,quality,context_behaviour,context_ecology,reply,comments,observer
1997-10-17,23:38,200m N moru b,,p,HYC,1,,,WP,,"3s, 1a",,,,,NA,,,?,,n,,
1997-10-18,0:30,500m sw moru b,,p,HYC,1,,,WP,,"5s, 1t",,,,,NA,,,?,,n,,
1997-10-18,0:54,-3.16200,35.61533,moru b,HYC,1,N-045,,WP,,"6s, 2a",,,,,NA,,,while le den area,,n,,
1997-10-18,5:44,-3.16200,35.61533,moru b,HYC,1,,,WP,,"3s, 3a, 1t",,,,,NA,,,in DH,,n,,
1997-10-18,5:51,-3.16200,35.61533,moru b,HYC,1,,,WP,,17a,,,,,NA,,,in DH,,n,,
1997-10-18,19:34,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"4s, 1t",,,,,NA,,,?,,n,,
1997-10-18,19:59,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"1a, 4s, 4a, 1t",,,,,NA,,,?,,n,,
1997-10-18,20:28,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"1a, 3s, 3a",,,,,NA,,,?,,n,,
1997-10-18,20:58,300m s moru b,,p,HYC,1,,,WP,,"1a, 2s, 1a",,,,,NA,,,?,,n,,
1997-10-18,20:58,1 km e moru b,,p,HYC,1,,,WP,,unknown,,,no,,NA,,,?,,n,,
1997-10-18,21:39,sw of moru b,,p,HYC,1,,M-008 or M-007,WP,,"1a, 3s, 4a, 1t",,,,,NA,,,M-008 + M-007 r away from den 2131. They seemed to ch a hy or to fo it to a kill?,,n,,
1997-10-18,21:43,sw of moru b,,p,HYC,1,,,WP,,"1a, 6s, 2a",,,,,NA,,,?,,n,,
1997-10-19,1:48,-3.16200,35.61533,moru b,HYC,1,,,WP,,"3s, 7a",,,,,NA,,,in DH,,n,,
1997-10-19,2:48,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"2a, 2s, 5a, 1t",,,,,NA,,,?,,n,,
1997-10-19,3:25,-3.16200,35.61533,moru b,HYC,1,,M-007 or M-017,WP,,"1a, 1s, 7a, 1t",,,,,NA,,,before M-007 gt M-017,,y,,
1997-10-19,3:26,-3.16200,35.61533,moru b,HYC,1,M-008,,WP,,"2a, 6s, 1a, 1t",,,,,NA,,,reply,,n,,
1997-10-19,4:17,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"1a, 4s",,,,,NA,,,?,,n,,
1997-10-19,4:22,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"2a, 4s, 8a, 1t",,,,,NA,,,?,,n,,
1997-10-19,4:42,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"5s, 1a",,,,,NA,,,?,,n,,
1997-10-19,5:16,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"1a, 3s",,,,,NA,,,?,,n,,
1997-10-19,5:26,-3.16200,35.61533,moru b,HYC,1,,M-110?,WP,,"2a, 4s, 1a, 1t",,,,,NA,,,?,,n,,
1997-10-19,5:53,-3.16200,35.61533,Moru B,HYC,1,M-012,,WP,AC,6a,2a,none,4a,,Tape_N02,,good,after being CH 30m by M-007 or M-088 and being BI in BK,,n,after WP about 15 AC by M-012,
1997-10-19,6:19,-3.16200,35.61533,moru b,HYC,1,M-012,,WP,,7a,,,,,NA,,,"after m-014 ap tu and m-012 re with td, bd eflat",,n,,
1997-10-19,6:30,-3.16200,35.61533,moru b,HYC,1,,M-105 or M-110,WP,,"2a, 1t",,,,,NA,,,in DH,,n,,
1997-10-19,6:32,-3.16200,35.61533,moru b,HYC,1,M-110,,WP,,"2s, 3a",,,,,NA,,,?,,y,,
1997-10-19,6:33,-3.16200,35.61533,moru b,HYC,1,M-105,,WP,,"1a, 1s, 5a",,,,,NA,,,"m-007, m-082, m-088, m-100 + m-014 around dh",,n,,
1997-10-19,6:35,-3.16200,35.61533,moru b,HYC,1,,,WP,,2a,,,,,NA,,,"in DH, M-082 sf u M-014",,n,,
1997-10-19,6:39,-3.16200,35.61533,moru b,HYC,1,M-110,,WP,,"2a, 4s, 1t",,,,,NA,,,"in DH, gt M-082 0636",,n,,
1997-10-20,18:18,-3.18033,35.56867,lengai,HYC,1,L-041,,WP,,"1s, 12a, 1t",,,,,NA,,,before ld 30m from lem adf,,n,,
1998-01-18,18:12,-3.16400,35.61233,mouse,HYC,1,M-008,,WP,,"11a, 1t",,,,,NA,,,after being ch by m-005,,n,,
1998-01-18,18:57,-3.16400,35.61233,mouse,HYC,1,,M-040?,WP,,"10a, 1t",,,,,NA,,,?,,n,,
1998-01-20,7:32,-3.16183,35.62267,p,HYC,1,M-050,,WP,,8a,,,,,NA,,,before gt n-045,kill,n,,
1998-01-20,7:50,-3.16183,35.62267,p,HYC,1,M-005,,WP,,"1a, 4s, 1t",,,,,NA,,,reply to ?,kill,n,,
1998-01-20,7:54,-3.16183,35.62267,p,HYC,1,M-050,,WP,,9a,,,,,NA,,,while ap and sf n-042,kill,n,,
1998-01-20,11:08,-3.20150,35.60317,p,HYC,1,N-002,,WP,,4a,,,,,NA,,,"after N-002 and N-044 r away from L-013, L-042, L-011, L-082 + N-043 who had a bath in the little lake close to the namba den, N-002 and N-044 re; recruitment?",,y,,
1998-01-20,11:09,-3.20150,35.60317,p,HYC,1,N-044,,WP,,7a,,,,,NA,,,"after N-044 and N-002 r away from L-013, L-042, L-011, L-082 + N-043 who had a bath in the little lake close to the namba den, N-002 and N-044 re; recruitment?",,y,,
1998-01-20,11:26,-3.20733,35.60217,p,HYC,1,,"N-001, N-003 or N-046",WP,,10a,,,,,NA,,,these 3 hy came after N-002 and N-044 wp and lo further,,n,,
1998-01-20,11:33,-3.20733,35.60217,p,HYC,1,,"N-002, N-006 or N-044",WP,,"3a, 1s, 2a",,,,,NA,,,all 6 Ngo-hy wa around,,n,,
1998-01-21,7:14,-3.15650,35.61917,p,HYC,1,M-016,,WP,,6a,,,,,NA,,,"after she was attacked by m-092 + m-087, at a bu carc where 31 hy were",,n,,
1998-01-21,7:35,-3.15650,35.61917,p,HYC,1,M-050,,WP,,"8a, 1t",,,,,NA,,,while wa around and le bu carc,BU carc,n,,
1998-01-21,7:39,-3.15650,35.61917,p,HYC,1,M-103,,WP,,"1a, 1s, 5a, 1t",,,,,NA,,,while trying to eat from the bu carc,BU carc,n,,
1998-01-21,9:42,-3.19367,35.61650,p,HYC,1,N-002,,WP,,"6s, 2t, 1a",,,,,NA,,,"while wa around, territorial?",,n,,
1998-01-22,7:24,200m ne of mouse den,,p,HYC,1,M-040,,WP,,"11a, 1t",,,,,NA,,,"ahile wa away from den with m-100, m-007 + 1ad",,n,,
1998-01-22,7:44,-3.16600,35.61217,p,HYC,1,M-088,,WP,,8a,,,,,NA,,,after being severely bi by m-007,,n,,
1998-01-22,8:03,-3.16967,35.61583,p,HYC,1,M-040,,WP,,9a,,,,,NA,,,"while wa around with m-007, m-100, m-099, m-091, m-081 + m-082, after severe interaction between m-007 + m-088",,n,,
1998-01-22,19:10,-3.16400,35.61233,mouse,HYC,1,M-104,,WP,,"6a, 1s, 2a, 1t",,,,,NA,,,between 18:56 and 19:07 seven Munges arrived at den,,n,,
1998-01-23,7:31,-3.16333,35.61517,p,HYC,1,M-046,,WP,,"11a, 1s, 1t",,,,,NA,,,"while ap m-007, m-008, m-087, m-081, m-100, m-097 + m-101",,n,,
1998-01-25,7:15,-3.17450,35.61583,p,HYC,1,M-092,,WP,"GN, LA","2a, 2s, 1t",2a,none,"2s, 1t",au_19980125_0715_M,Tape_N03,00:00,ok,"at an eq kill that was taken over by 4 li adf 06:57, after he wp the 2 remaining li adf le",at an eq kill that was taken over by 4 li adf,y ?,,
1998-01-25,7:16,"150m sw of 3 10.47, 35 36.95",,p,HYC,1,,A-056?,WP,,"5s, 3a, 1t",,,,,NA,,,07:21 he ap carcass,carc,n,,
1998-01-25,7:59,-3.18517,35.60700,p,HYC,1,M-040,,WP,,"1a, 7s, 1t",,,,,NA,,,"after intrusion into m-terr, while wa back with l-011 + l-001",intrusion,n,,
1998-01-27,18:20,-3.19350,35.58933,looser,HYC,1,L-041,,WP,,"12a, 1t",,,,,NA,,,"after wa around at den after he arrived 18:09, 30m away from l-008 + l-012",,n,,
1998-01-27,19:00,-3.19517,35.59783,p,HYC,1,L-089,,WP,,6a,,,,,NA,,,"while wa around, he may have wp more than 6a, because we saw his head low when we ap",,n,,
1998-01-28,9:29,-3.19417,35.59750,lome 1,HYC,1,L-108,,WP,,"1a, 3s",,,,,NA,,,just after l-005 le den,,n,,
1998-01-28,17:23,-3.20483,35.60200,p,HYC,1,,,WP,,9a,,,,,NA,,,while recruiting other hy after they took over a bu from 4 li,,n,,
1998-01-28,17:25,-3.20483,35.60200,p,HYC,1,,,WP,,6a,,,,,NA,,,while recruiting other hy after they took over a bu from 4 li,,n,,
1998-01-28,17:27,-3.20483,35.60200,p,HYC,1,L-001,,WP,,5a,,,,,NA,,,while ea,,n,,
1998-01-28,17:29,-3.20483,35.60200,p,HYC,1,L-011,,WP,,"3a, 1s, 5a",,,,,NA,,,"while ea and ps, before they ch away the li",,n,,
1998-01-28,17:38,-3.20483,35.60200,p,HYC,1,L-086,,WP,,8a,,,,,NA,,,while ea,,n,,
1998-01-28,18:12,-3.20483,35.60200,p,HYC,1,L-012,,WP,,unknown,,,no,,NA,,,"while ap with l-001, l-003, l-004 the 4 li ea from the bu carc",BU carc,n,,
1998-01-28,18:16,-3.20483,35.60200,p,HYC,1,L-012,,WP,,unknown,,,no,,NA,,,after the hy took over the kill again,kill,n,,
1998-01-28,18:18,-3.20483,35.60200,p,HYC,1,L-004,,WP,,"14a, 1t",,,,,NA,,,"after ap tu p with n-043 the 4th li but he didn't RE, after the wp the li RE",,n,,
1998-01-28,18:24,"1km se of 3 12.29, 35 36.12",,p,HYC,1,,,WP,,unknown,,,no,,NA,,,hat probably wanted to recruit hy after he discovered the lemalas,,n,,
1998-01-28,18:41,-3.20483,35.60200,p,HYC,1,L-090,,WP,,unknown,,,no,,NA,,,after 1 sadm li came back and ea together with the hy,,n,,
1998-01-30,9:43,-3.16500,35.61467,p,HYC,1,M-008,,WP,,"9a, 1t",,,,,NA,,,after being ch by,,n,,
1998-02-01,6:38,-3.16967,35.62283,p,HYC,1,M-099,,WP,,"2a, 6s",,,,,NA,,,just before she gt M-052,,n,,
1998-02-02,7:17,-3.16700,35.61050,p,HYC,1,M-006,,WP,,"1a, 1s, 1a, 3s",,,,,NA,,,"while wa away from carc dominated by li adm, 13 other hy around",kill,n,,
1998-02-05,7:35,600m from lome 1,,p,HYC,1,,,WP,,"5s, 1a, 2t",,,,,NA,,,?,,n,,
1998-02-10,0:09,-3.16200,35.61533,moru b,HYC,1,,M-084?,WP,,"1a, 2s, 7a",,,,,NA,,,while le den area,,n,,
1998-02-10,2:51,400m from moru b,,p,HYC,1,,,WP,,7s,,,,,NA,,,?,,n,,
1998-02-10,4:18,-3.16200,35.61533,moru b,HYC,1,M-113,,WP,,simultaneous WP,,,no,,NA,,,"after N-045, M-009 + 1cub arrived",,y,,
1998-02-10,4:18,-3.16200,35.61533,moru b,HYC,2,M-114,,WP,,simultaneous WP,,,no,,NA,,,"after N-045, M-009 + 1cub arrived",,y,,
1998-02-10,4:18,-3.16200,35.61533,moru b,HYC,3,M-115,,WP,,simultaneous WP,,,no,,NA,,,"after N-045, M-009 + 1cub arrived",,y,,
1998-02-10,4:19,-3.16200,35.61533,moru b,HYC,1,N-045,,WP,,"1a, 5s, 1t, 1a, 2s, 1t",,,,,NA,,,while le den area,,n,,
1998-02-10,6:09,500m N of moru b,,p,HYC,1,,,WP,,"1a, 3s, 1a, 1t",,,,,NA,,,?,,n,,
1998-02-10,6:11,500m N of moru b,,p,HYC,1,,,WP,,"1a, 2s, 1a, 1s, 1t",,,,,NA,,,?,,n,,
1998-02-10,20:14,300m from moru b,,p,HYC,1,,,WP,,"13a, 1t",,,,,NA,,,?,,y,reply from far away,
1998-02-10,20:50,-3.16200,35.61533,moru b,HYC,1,M-113,,WP,,15a,,,,,NA,,,?,,n,,
1998-02-10,20:50,-3.16200,35.61533,moru b,HYC,2,M-114,,WP,,15a,,,,,NA,,,?,,n,,
1998-02-10,20:50,-3.16200,35.61533,moru b,HYC,3,M-115,,WP,,15a,,,,,NA,,,?,,n,,
1998-02-10,23:02,-3.16200,35.61533,moru b,HYC,1,,,WP,,"7a, 1s, 1a",,,,,NA,,,"ap den, then le again, stays in periphery",,n,,
1998-02-10,23:33,1km N of moru b,,p,HYC,1,,,WP,,"5s, 1t",,,,,NA,,,?,,n,,
1998-02-11,0:46,1km e of moru b,,p,HYC,1,,,WP,,"3a, 2s, 3a, 2s",,,,,NA,,,?,,n,,
1998-02-11,1:13,2km N of moru b,,p,HYC,1,,,WP,,"1a, 4s, 5a, 1t",,,,,NA,,,?,,n,,
1998-02-11,1:19,1km N of moru b,,p,HYC,1,,,WP,,"9a, 1t",,,,,NA,,,?,,n,,
1998-02-11,3:01,-3.16200,35.61533,moru b,HYC,1,,"M-113, M-114 or M-115",WP,,4s,,,,,NA,,,out of dh,,n,,
1998-02-11,4:14,-3.16200,35.61533,moru b,HYC,1,,"M-113, M-114, M-115 or M-103",WP,,"4a, 4s, 3t",,,,,NA,,,out of dh,,n,,
1998-02-11,5:30,-3.16200,35.61533,moru b,HYC,1,,,WP,,"11a, 1t",,,,,NA,,,at periphery,,n,,
1998-02-11,5:49,1km e of moru b,,p,HYC,1,,,WP,,"12a, 1t",,,,,NA,,,?,,n,,
1998-02-11,6:08,1.5km E of moru b,,p,HYC,1,,,WP,,10a,,,,,NA,,,?,,n,,
1998-02-11,19:37,1km NE of moru b,,p,HYC,1,,,WP,,"1a, 5s, 2a",,,,,NA,,,?,,n,,
1998-02-11,20:30,-3.16200,35.61533,moru b,HYC,1,M-017,,WP,,4a,,,,,NA,,,"after being attacked by M-091 (?), M-091 interrupted the su by M-017 20:29",,n,,
1998-02-11,21:21,-3.16200,35.61533,moru b,HYC,1,,M-008?,WP,,"2a, 3s, 4a, 1t",,,,,NA,,,whiile le den area,,n,,
1998-02-11,23:29,-3.16200,35.61533,moru b,HYC,1,,"M-007, M-008, M-040, M-100 or M-046",WP,,7s,,,,,NA,,,"M-007, M-008, M-100 + M-082 ch M-046 23:10",,n,,
1998-02-11,23:31,-3.16200,35.61533,moru b,HYC,1,,M-103 or M-115,WP,,"7a, 1t",,,,,NA,,,in DH,,n,,
1998-02-13,6:31,300m e of moru b,,p,HYC,1,,,WP,,"6s, 1a, 1t",,,,,NA,,,while wa,,n,,
1998-02-13,19:42,1km n of moru b,,p,HYC,1,,,WP,,"11a, 1t",,,,,NA,,,?,,n,,
1998-02-13,19:57,1km n of moru b,,p,HYC,1,,,WP,,"3a, 4s, 1a, 1s, 3a, 1t",,,,,NA,,,?,,n,,
1998-02-13,23:03,1km e of moru b,,p,HYC,1,,,WP,,10a,,,,,NA,,,?,,n,,
1998-02-13,23:20,-3.16200,35.61533,moru b,HYC,1,M-114,,WP,,4a,,,,,NA,,,?,,n,,
1998-02-13,23:54,2km ne of moru b,,p,HYC,1,,,WP,,7a,,,,,NA,,,?,,n,,
1998-02-17,7:57,-3.18800,35.59867,p,HYC,1,L-005,,WP,LA,"1a, 10s, 1t","1a, 7s",none,"3s, 1t",au_19980217_0757_L,Tape_N03,01:26,poor,while WA through territory,,n,some noise from moving micro at beginning,
1998-02-22,18:52,-3.19117,35.59150,p,HYC,1,L-088,,WP,,"1a, 1s, 8a",,,,,NA,,,"boundary?, l-088 wa",,y,,
1998-02-22,18:53,2km sw of l-088,,p,HYC,1,,,WP,,"1a, 5s, 2a, 1t",,,,,NA,,,,,n,,
1998-02-23,6:57,-3.15750,35.63050,p,HYC,1,M-008,,WP,,"2a, 3s, 5a",,,,,NA,,,,,n,,
1998-02-23,7:00,-3.15750,35.63050,p,HYC,1,M-088,,WP,,5s,,,,,NA,,,"while lo, tu together with m-008",,n,wp in the distance,
1998-02-23,7:10,-3.17583,35.61950,p,HYC,1,M-088,,WP,,"1a, 2s, 4a",,,,,NA,,,"while lo, tu together with m-008",,n,they meet n-042 who fo them,
1998-02-23,7:14,-3.17833,35.61750,p,HYC,1,,,WP,,8a,,,,,NA,,,at wi carc munges took over from the lemalas who prob killed the wi in the m-terr,kill,n,,
1998-02-23,7:14,-3.17833,35.61750,p,HYC,1,,,WP,,"1a, 2s, 2a",,,,,NA,,,at wi carc munges took over from the lemalas who prob killed the wi in the m-terr,kill,n,,
1998-02-26,6:37,-3.14983,35.64350,p,HYC,1,M-046,,WP,,"6a, 1t",some,,,,NA,,,"while lo se (away from m-006, m-007, m-082, m-092, m100, m-104)",,n,,
1998-03-06,8:40,-3.18600,35.59717,p,HYC,1,L-090,,WP,,"9a, 1t",,,,,NA,,,"while ap, r to tg kill",kill,n,,
1998-03-09,18:37,800m se of long grass,,p,HYC,1,,"L-013, L-042 or L-041",WP,,9a,,,,,NA,,,bec of lioness that passes?,,n,one of the three hy lo away but comes back after 2min,
1998-03-09,19:07,-3.18783,35.58417,long grass,HYC,1,,L-108 or L-109 in dh,WP,,"4s, 1a",,,,,NA,,,"? (L-088 ap dh, wa further, ld)",,n,,
1998-03-09,19:33,1km se of long grass,,p,HYC,1,,,WP,,"9a, 1t",,,,,NA,,,?,,n,,
1998-03-10,1:42,1km e of long grass,,p,HYC,1,,,WP,,10a,,,,,NA,,,?,,n,,
1998-03-10,2:25,400m ne of long grass,,p,HYC,1,,,WP,,"11a, or, 12a, 1t",,,,,NA,,,?,,n,,
1998-03-10,19:26,700m se of long grass,,p,HYC,1,,,WP,,17a,,,,,NA,,,?,,n,,
1998-03-11,5:28,-3.18783,35.58417,long grass,HYC,1,,L-008?,WP,,"7a, 1t",,,,,NA,,,while le den area,,n,,
1998-03-11,5:37,700m se of long grass,,p,HYC,1,,,WP,,9a,,,,,NA,,,?,,n,,
1998-03-11,5:39,1.5km n of long grass,,p,HYC,1,,,WP,,"2a, 1s",,,,,NA,,,?,,n,,
1998-03-11,5:44,1km se of long grass,,p,HYC,1,,,WP,,"8a, 1t",,,,,NA,,,?,,n,,
1998-03-11,6:12,2km n of long grass,,p,HYC,1,,,WP,,"1a, 2s, 10a",,,,,NA,,,?,,n,,
1998-03-11,7:02,1km ne of long grass,,p,HYC,1,,,WP,,"1a, 6s, 1a",,,,,NA,,,?,,n,,
1998-03-11,7:24,2km ne of long grass,,p,HYC,1,,,WP,,"3a, 4s",,,,,NA,,,?,,y ?,other hy joins wp,
1998-03-11,7:26,2km n of long grass,,p,HYC,1,,,WP,,"4s, 1a",,,,,NA,,,?,,n,,
1998-03-11,7:27,-3.18783,35.58417,long grass,HYC,1,,L-108 or L-109 in dh,WP,,7a,,,,,NA,,,1min after L-005 lo away bec of a wp 2km away at 0724,,n,,
1998-03-11,7:32,2km nw of long grass,,p,HYC,1,,,WP,,"1a, 6s, 4a, 1t",,,,,NA,,,?,,n,,
1998-03-11,7:36,2km n of long grass,,p,HYC,1,,,WP,,"4a, 4s, 1t",,,,,NA,,,?,,y,reply from far away in north,
1998-03-11,7:39,2km nw of long grass,,p,HYC,1,,,WP,,"5s, 1a, 4s",,,,,NA,,,?,,y,,
1998-03-11,7:41,2km nw of long grass,,p,HYC,1,,,WP,,8a,,,,,NA,,,?,,y,,
1998-03-11,7:42,2.5km nw of long grass,,p,HYC,1,,,WP,,"6s, 1t",,,,,NA,,,?,,y,,
1998-03-11,7:43,2km ne of long grass,,p,HYC,1,,,WP,,"1a, 4s",,,,,NA,,,?,,n,,
1998-03-11,7:57,1.5km nw of long grass,,p,HYC,1,,,WP,,"2s, 1a",,,,,NA,,,?,,n,,
1998-03-11,18:06,-3.18783,35.58417,long grass,HYC,1,,L-107 in dh?,WP,,5a,,,,,NA,,,"? (L-011 ap dh, l os)",,n,,
1998-03-11,20:50,-3.18783,35.58417,long grass,HYC,1,,"L-107, L-108 or L-109 in dh",WP,,"1a, 5s, 1a, 2s",,,,,NA,,,?,,n,,
1998-03-11,21:27,-3.18783,35.58417,Long grass,HYC,1,L-042,,WP,GN,"1a, 1s, 1a, 2s, 3a, 1t","1a, 1s",none,"1a, 2s, 3a, 1t",au_19980311_2127_L,Tape_N03,02:22,good,1 min after L-042 + L-013 AP den,,n,,
1998-03-11,21:31,800m e of long grass,,p,HYC,1,,,WP,,"1s, 6a",,,,,NA,,,?,,n,,
1998-03-11,21:47,600m se of long grass,,p,HYC,1,,,WP,,"1a, 6s, 4a, 1t",,,,,NA,,,?,,n,,
1998-03-11,23:59,3km se of long grass,,p,HYC,1,,,WP,,"1a, 4s, 4a, 1t",,,,,NA,,,?,,n,,
1998-03-12,0:39,2.5km ne of long grass,,p,HYC,1,,,WP,,"1a, 3s, 4a",,,,,NA,,,?,,n,,
1998-03-12,3:24,-3.18783,35.58417,long grass,HYC,1,,L-015?,WP,,11a,,,,,NA,,,while wa away from den,,n,l-015 was away but maybe another hy wp from same direction,
1998-03-12,5:14,-3.18783,35.58417,long grass,HYC,1,,,WP,,7a,,,,,NA,,,?,,n,,
1998-03-12,5:39,-3.18783,35.58417,long grass,HYC,1,,,WP,,8a,,,,,NA,,,?,,n,,
1998-03-12,19:48,700m e of long grass,,p,HYC,1,,,WP,,5s,,,,,NA,,,?,,n,,
1998-03-13,4:46,600m se of long grass,,p,HYC,1,,,WP,,"1a, 3s, 5a, 1t",,,,,NA,,,?,,n,,
1998-03-13,4:51,900m e of long grass,,p,HYC,1,,,WP,,"7a, 1t",,,,,NA,,,?,,n,,
1998-03-13,5:53,2.5km e of long grass,,p,HYC,1,,,WP,,"10a, 1t",,,,,NA,,,?,,n,,
1998-03-13,17:48,-3.18783,35.58417,long grass,HYC,1,L-005,,WP,GN,"6a, 9s, 1t",2a,none,"4a, 9s, 1t",au_19980313_1748_L,Tape_N03,03:25,good,"after 5 li adf ap the den. l-005 + l-008 were at the den, they ap tu the li adf and l-005 wp",interaction with LI,n,,
1998-03-14,6:04,1.5km ne og long grass,,p,HYC,1,,,WP,,"5s, 1a",,,,,NA,,,?,,n,,
1998-03-14,6:45,-3.18783,35.58417,long grass,HYC,1,L-047,,WP,,"5a, 2s, 2a, 1s",,,,,NA,,,"while l-088, l-015, l-008 + l-011 interact. l-047 arrived 06:36 with l-088 + l-015",,n,,
1998-03-14,6:58,-3.18783,35.58417,long grass,HYC,1,L-015,,WP,,"1a, 5s, 2a, 1t",,,,,NA,,,while le den area,,n,,
1998-03-16,7:40,-3.18783,35.58417,long grass,HYC,1,L-107,,WP,,4a,,,,,NA,,,after l-004 gn into dh,,n,,
1998-03-16,8:52,-3.15067,35.64217,p,HYC,1,M-012,,WP,,6a,some,,,,NA,,,"m-012, m-006 + m-007 ap tu p a young li adm",kill,n,"at least 6a, but then m-006 and others join wp",
1998-03-16,8:56,-3.15067,35.64217,p,HYC,1,,"M-101, M-103 or M-104",WP,,"2a, 5s, 1t",,,,,NA,,,after li le the wi carc,kill,n,,
1998-03-17,6:41,-3.14833,35.64083,p,HYC,1,M-006,,WP,,"1a, 7s, 1t",,,,,NA,,,while wa through territory,,n,,
1998-03-18,8:01,-3.15717,35.62233,p,HYC,1,M-103,,WP,,"4a, 2s",,,,,NA,,,,excitement at carc,n,,
1998-03-20,18:28,-3.18783,35.58417,long grass,HYC,1,,,WP,,"1a, 6s",,,,,NA,,,in DH,,n,,
1998-03-30,6:53,-3.15750,35.63033,p,HYC,1,N-045,,WP,,"1a, 5s",,,,,NA,,,while wa around in terr,,n,,
1998-03-31,18:30,-3.18783,35.58417,long grass,HYC,1,L-107,,WP,,"9a, 1t",,,,,NA,,,"in DH, 5min after L-086 ap den",,n,,
1998-03-31,7:26,-3.18783,35.58417,long grass,HYC,1,L-107,,WP,,"2a, 2s, 1a",,,,,NA,,,"in DH, 5min after L-086 ap den",,n,,
1998-04-01,6:56,-3.15467,35.62633,p,HYC,1,,M-046?,WP,,"1a, 6s, 2a",,,,,NA,,,while fo M-016 (with wi leg),,n,,
1998-04-02,6:45,-3.15400,35.62250,mali,HYC,1,M-043,,WP,,"1a, 1s, 1a, 6s, 1t",,,,,NA,,,looks in direction of 11 munges and r towards them,,n,,
1998-04-05,6:50,-3.15967,35.63567,p,HYC,1,M-115,,WP,,"4a, 1t",,,,,NA,,,after being ap by ad munge,,n,,
1998-04-05,6:53,-3.15967,35.63567,p,HYC,1,M-113,,WP,,"2s, 6a",,,,,NA,,,"m-113 carries a wi tail around, she wp after being ch",,n,,
1998-04-09,19:12,-3.16100,35.63833,marabara,HYC,1,,M-113 or M-114,WP,,9a,,,,,NA,,,,,n,,
1998-04-12,18:13,-3.18567,35.59833,p,HYC,1,N-043,,WP,,"8a, 1t",,,,,NA,,,"while wa together with l-004, l-101, l-090, a-041, l-087 + l-086",,n,,
1998-04-17,18:43,-3.15400,35.62250,Mali,HYC,1,M-008,,WP,,"7a, 2s, 2a, 1s, 1a, 1t",7a,none,"2s, 2a, 1s, 1a, 1t",au_19980417_1843_M,Tape_N03,04:36,good,after being CH 10m by M-009,,n,,
1998-04-18,8:10,-3.15400,35.62250,mali,HYC,1,M-043,,WP,,10a,,,,,NA,,,after being attacked by m-009,,n,,
1998-04-26,8:00,Gol kopies (Serengeti),,p,HYC,1,,multiple,LA,GN,NA,NA,NA,NA,au_19980426_0800_X,Tape_N03,05:35,good,"when 9 HY were EA of WI carc that was prob killed by 2 LI adf, the LI adf were L 5m away","in the Serengeti, at WI carc",n,with sounds of vultures,
1998-04-29,7:14,-3.18550,35.61067,p,HYC,1,L-042,,WP,,"5a, 1t",some,,,,NA,,,"while lo towards group with l-013, l-041, m-047 + n-043",,n,,
1998-05-05,6:40,-3.14883,35.64900,p,HYC,1,M-040,,WP,,"1s, 2a, 1t, 1a",,,,,NA,,,while on boundary encounter with 8 other munges against 2 campsiters,,n,,
1998-05-08,6:52,-3.14383,35.64200,p,HYC,1,M-114,,WP,,"6a, 1s, 3a",,,,,NA,,,after being ch and bi in hl by m-081,,n,,
1998-05-09,20:51,-3.18783,35.58417,long grass,HYC,1,L-040,,WP,,"1a, 6s, 1a, 1s",,,,,NA,,,after harassinf l-005 + l-008 who su,,n,,
1998-05-09,22:13,700m ne of long grass,,p,HYC,1,,,WP,,"8s, 1a",,,,,NA,,,?,,n,,
1998-05-09,22:34,,,p,HYC,1,,,WP,,unknown,,,no,,NA,,,?,,n,,
1998-05-09,22:45,-3.18783,35.58417,long grass,HYC,1,,L-112?,WP,,unknown,,,no,,NA,,,?,,n,,
1998-05-09,23:16,-3.18783,35.58417,long grass,HYC,1,,L-112?,WP,,"1a, 1s, 4a",,,,,NA,,,"L-012 ap dh, goes into dh",,n,,
1998-05-09,23:35,-3.18783,35.58417,long grass,HYC,1,,L-040?,WP,,"2a, 2s, 1a, 1s",,,,,NA,,,?,,n,,
1998-05-10,0:10,-3.18783,35.58417,long grass,HYC,1,M-047,,WP,,18a,,,,,NA,,,while le den area,,y,,
1998-05-10,0:10,-3.18783,35.58417,long grass,HYC,1,,L-040?,WP,,"8a, 1t",,,,,NA,,,reply?,,n,,
1998-05-10,1:02,-3.18783,35.58417,long grass,HYC,1,,,WP,,5a,,,,,NA,,,in DH,,n,,
1998-05-10,2:17,-3.18783,35.58417,long grass,HYC,1,M-047,,WP,,15a,,,,,NA,,,while le den area,,n,,
1998-05-10,2:26,600m e of long grass,,p,HYC,1,,L-040?,WP,,"8s, 1a, 1s",,,,,NA,,,?,,n,,
1998-05-10,2:35,600m e of long grass,,p,HYC,1,M-047,,WP,,14a,,,,,NA,,,?,,y,,
1998-05-10,2:36,700m e of long grass,,p,HYC,1,,,WP,,"8s, or, 8a, +?",,,,,NA,,,reply?,,n,,
