date,time,latitude,longitude,location,species,sequence,name,name2,focal_voc,other_sound,sequence_total,sequence_missed_start,sequence_missed_end,sequence_recorded,audioID,original_file,count_original_file,quality,context_behaviour,context_ecology,reply,comments,observer
1999-04-29,22:51,-3.15033,35.61800,Justine,HYC,1,,M-008?,WP,,"5s, 1t, 1a, 1s",,,,,NA,,,at den after SSF with M-097,,n,,
1999-04-30,2:04,-3.15033,35.61800,Justine,HYC,1,,,WP,,"2a, 1s, 1a, 1s, 1a",,,,,NA,,,?,,n,,
1999-04-30,2:26,-3.15033,35.61800,Justine,HYC,1,M-007,,WP,,"7a, 1t, 2a, 1t",,,,,NA,,,while M-132 + M-133 are fighting severely,,n,,
1999-04-30,2:55,200m N of Justine,,p,HYC,1,,M-046?,WP,,9s,,,,,NA,,,M-046 and M-040 left den area 0253,,y,,
1999-04-30,2:55,200m N of Justine,,p,HYC,1,M-040,,WP,,"2a, 4s, 2a",,,,,NA,,,M-046 and M-040 left den area 0253,,n,,
1999-04-30,3:39,200m SW of Justine,,p,HYC,1,,,WP,,12a,,,,,NA,,,could bea reply to WP from far away (700m S),,n,,
1999-04-30,4:11,-3.15033,35.61800,Justine,HYC,1,M-017,,WP,,"3a, 2s, 1a, 2s",,,,,NA,,,after M-100 + M-007 SV her and she GU,,n,,
1999-04-30,4:54,400m S of Justine,,p,HYC,1,,,WP,,"1a, 4s, 1a, 3s, 1t",,,,,NA,,,?,,n,,
1999-04-30,6:35,300m W of Justine,,p,HYC,1,,,WP,,"1b, 2s, 4a",,,,,NA,,,?,,n,,
1999-04-30,6:36,-3.15033,35.61800,Justine,HYC,1,,,WP,,"2a, 1s, 1a, 1s",,,,,NA,,,in DH,,n,"M-081 looks into DH, M-007 also (together with M-081)",
1999-04-30,6:39,-3.15033,35.61800,Justine,HYC,1,,,WP,,"4a, 2s, 3a",,,,,NA,,,in DH,,n,M-081 goes into DH,
1999-04-30,6:44,500m SW of Justine,,p,HYC,1,,,WP,,"4s, 2a",,,,,NA,,,?,,n,,
1999-04-30,22:19,200m W of Justine,,p,HYC,1,,,WP,,"1b, 6s, 3a",,,,,NA,,,?,,n,,
1999-05-01,0:06,100m W of Justine,,p,HYC,1,,,WP,,"8a, 1t",,,,,NA,,,?,,n,,
1999-05-01,1:45,-3.15033,35.61800,Justine,HYC,1,,,WP,,3a,,,,,NA,,,in DH,,n,M-007 goes into DH,
1999-05-01,2:39,200m W of Justine,,p,HYC,1,,,WP,,"2a, 2s, 2a",,,,,NA,,,?,,y,,
1999-05-01,2:39,700m SW of Justine,,p,HYC,1,,,WP,,"5s, 1a",,,,,NA,,,?,,n,,
1999-05-01,4:52,200m SW of Justine,,p,HYC,1,,,WP,,unknown,,,no,,NA,,,,,y?,,
1999-05-01,4:52,200m NW of Justine,,p,HYC,1,NA,,WP,,6a,2a,none,4a,au_19990501_0452_M,Tape_N05,01:07,poor,reply?,,n,,
1999-05-01,5:17,800m S of Justine,,p,HYC,1,,,WP,,"3s, 3a",,,,,NA,,,?,,n,,
1999-05-01,23:26,-3.15033,35.61800,Justine,HYC,1,,,WP,,3a,,,,,NA,,,"in DH, M-081 AP DH, M-007 (SU 2 cubs) GU, AP DH",,n,,
1999-05-01,23:53,800m N of Justine,,p,HYC,1,,,WP,,"3s, 2a",,,,,NA,,,?,,n,,
1999-05-01,23:56,800m N of Justine,,p,HYC,1,,,WP,,"3s, 1a",,,,,NA,,,?,,n,,
1999-05-02,0:46,-3.15033,35.61800,Justine,HYC,1,M-007,,WP,,"1a, 1s, 1a, 1s, 1a, ...",,,,,NA,,,while LE den,,y,,
1999-05-02,0:46,150m W of Justine,,p,HYC,1,,,WP,,unknown,,,no,,NA,,,joins M-007,,n,,
1999-05-02,1:31,500m SW of Justine,,p,HYC,1,,,WP,,7a,,,,,NA,,,?,,n,,
1999-05-02,1:42,2km NW of Justine,,p,HYC,1,,,WP,,"2a, 7s",,,,,NA,,,?,,n,,
1999-05-02,3:23,200m S of Justine,,p,HYC,1,N-045,,WP,,"1b, 2s, ...",,,,,NA,,,after LE den,,y,,
1999-05-02,3:23,200m S of Justine,,p,HYC,1,N-042,,WP,,unknown,,,no,,NA,,,joins N-045,,y?,"LE den with N-045, WP 1km S, reply?",
1999-05-02,4:09,-3.15033,35.61800,Justine,HYC,1,N-045,,WP,,"2a, 1s, 3t, (ot, 1t, +, GN)",,,,,NA,,,after LE den,,n,,
1999-05-02,4:12,200m S of Justine,,p,HYC,1,,X-007?,WP,,4s,,,,,NA,,,left with N-045 0408,,n,,
1999-05-02,4:14,-3.15033,35.61800,Justine,HYC,1,M-114,,WP,,6a,,,,,NA,,,after being BI by M-007,,n,,
1999-05-02,5:00,300m S of Justine,,p,HYC,1,,N-045 or X-007,WP,,"1a, 3s, 1t, 2s, 1t",,,,,NA,,,?,,y,WP comes from where N-045 + X-007 went 0408,
1999-05-02,5:00,300m S of Justine,,p,HYC,1,,N-045 or X-007,WP,,6s,,,,,NA,,,?,,n,WP comes from where N-045 + X-007 went 0408,
1999-05-02,5:23,300m S of Justine,,p,HYC,1,,N-045 or X-007,WP,,simultaneous WP,,,no,,NA,,,?,,n,M-040 start GN until 0528 when he and N-042 LO TU to WP,
1999-05-02,5:36,-3.15033,35.61800,Justine,HYC,1,M-040,,WP,,"8a, 1t",,,,,NA,,,while AP den,,n,,
1999-05-02,5:40,-3.15033,35.61800,Justine,HYC,1,,,WP,,7a,,,,,NA,,,?,,n,NR of others,
1999-05-14,17:37,-3.15567,35.61500,Miro,HYC,1,M-082,,WP,,"6a, 2t, 4a",,,,,NA,,,after M-007 was GN at her and her 2 cubs for 7min,,n,M-100 AP LO den,
1999-05-23,6:31,-3.15033,35.61800,Justine,HYC,1,M-040,,WP,,"10a, 1t",,,,,NA,,,,,n,,
1999-05-23,9:20,-3.15033,35.58233,Eros,HYC,1,E-040,,WP,,"5a, 3s, 1t",,,,,NA,,,while WA around in den area,,n,,
1999-05-27,18:34,-3.14117,35.62483,Kunja birth,HYC,1,M-040,,WP,,"9a, 1t",,,,,NA,,,while L 50m from DH,,n,,
1999-05-27,18:59,400m N of Kunja birth,,p,HYC,1,,,WP,,15a,,,,,NA,,,from direction where 7 Munges LO to,,y,,
1999-05-27,19:00,2km N of Kunja birth,,p,HYC,1,,,WP,,"1a, 4s",,,,,NA,,,,,n,,
1999-05-27,19:34,-3.14117,35.62483,Kunja birth,HYC,1,M-126,,WP,,4s,,,,,NA,,,after being SN by M-007 (EA),,n,,
1999-05-27,19:42,-3.14117,35.62483,Kunja birth,HYC,1,M-126,,WP,,"4s, 1a",,,,,NA,,,after being CH by M-007 (EA),,n,,
1999-05-27,19:54,1km N of Kunja birth,,p,HYC,1,,,WP,,"1a, 1s, 4a",,,,,NA,,,?,,n,,
1999-05-27,20:02,-3.14117,35.62483,Kunja birth,HYC,1,M-125,,WP,,"1a, 4s, 2a",,,,,NA,,,?,,n,,
1999-05-27,20:08,-3.14117,35.62483,Kunja birth,HYC,1,M-125,,WP,,"3a, 3s",,,,,NA,,,after GN M-009,,n,,
1999-05-27,20:22,-3.14117,35.62483,Kunja birth,HYC,1,,M-125 or M-126,WP,,"1a, 4s, 1a, 1t",,,,,NA,,,after M-007 SN at him,,n,,
1999-05-27,20:28,-3.14117,35.62483,Kunja birth,HYC,1,M-117,,WP,,"2a, 4s, 1a",,,,,NA,,,after arriving at den 2027,,n,,
1999-05-27,21:24,-3.14117,35.62483,Kunja birth,HYC,1,M-088,,WP,,"1b, 2a, 2s, 1t",,,,,NA,,,after GT M-007 + M-100,,n,,
1999-05-28,0:02,-3.14117,35.62483,Kunja birth,HYC,1,M-046,,WP,,"14a, 1t",,,,,NA,,,?,,n,,
1999-05-28,5:20,1km NW of Kunja birth,,p,HYC,1,,,WP,,"6s, 4a",,,,,NA,,,?,,y,,
1999-05-28,5:20,1km SW of Kunja birth,,p,HYC,1,,,WP,,3a,,,,,NA,,,joins previous WP,,n,,
1999-05-28,18:23,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,"1a, 4s, 1a",,,,,NA,,,in DH,,n,,
1999-05-28,18:34,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,"3a, 1t, 6s",,,,,NA,,,in DH,,y,"M-100 AP, looks into DH",
1999-05-28,18:34,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,"1a, 4s",,,,,NA,,,in DH,,n,"M-100 AP, looks into DH",
1999-05-28,19:08,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,"7s, 7a",,,,,NA,,,in DH,,n,NR of others,
1999-05-28,19:49,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,"1a, 4s, 1a",,,,,NA,,,in DH,,y,NR of others,
1999-05-28,19:50,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,"13a, 1t",,,,,NA,,,in DH,,n,NR of others,
1999-05-28,23:15,1.5km W of Kunja birth,,p,HYC,1,,,WP,,8a,,,,,NA,,,?,,y,,
1999-05-28,23:16,1km SW of Kunja birth,,p,HYC,1,,,WP,,"14a, 1t",,,,,NA,,,?,,n,,
1999-05-28,23:35,-3.14117,35.62483,Kunja birth,HYC,1,N-042,,WP,,"10a, 1t",,,,,NA,,,only with cubs at den,,n,,
1999-05-29,3:27,-3.14117,35.62483,Kunja birth,HYC,1,M-129,,WP,,"1a, 1s, 3a",,,,,NA,,,after M-091 came to den with food (leg),,n,"3min later M-007, M-082, M-100 ap den. Before M-129, M-125 + M-126 WP but this is not recorded as we did not follow the sequence",
1999-05-29,5:28,500m SE of Kunja birth,,p,HYC,1,,,WP,,15a,,,,,NA,,,?,,n,,
1999-05-29,18:56,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,17a,,,,,NA,,,in DH,,n,,
1999-05-29,20:02,700m W of Kunja birth,,p,HYC,1,,,WP,,"5a, 2s, 1a, 1t",,,,,NA,,,?,,y,,
1999-05-29,20:03,700m W of Kunja birth,,p,HYC,1,,,WP,,"13a, 1t",,,,,NA,,,?,,n,,
1999-05-29,20:12,-3.14117,35.62483,Kunja birth,HYC,1,M-125,,WP,,"1a, 5s",,,,,NA,,,?,,n,,
1999-05-29,20:55,600m W of Kunja birth,,p,HYC,1,,,WP,,"2a, 5s, 1a, 1s",,,,,NA,,,?,,n,,
1999-05-29,21:21,600m W of Kunja birth,,p,HYC,1,,,WP,,5a,,,,,NA,,,?,,n,,
1999-05-29,22:25,-3.14117,35.62483,Kunja birth,HYC,1,,,WP,,simultaneous WP,,,no,,NA,,,?,,n,,
1999-05-29,22:29,-3.14117,35.62483,Kunja birth,HYC,1,N-042,,WP,,7a,,,,,NA,,,?,,n,,
1999-05-30,0:03,1km W of Kunja birth,,p,HYC,1,,,WP,,"1a, 6s, 2a",,,,,NA,,,?,,n,,
1999-05-30,0:37,-3.14117,35.62483,Kunja birth,HYC,1,M-008,,WP,GN,"2a, 3s, 1a","2a, 2s",none,"1s, 1a",au_19990530_0037_M,Tape_N05,01:53,poor,"at den, 2min after arriving",,y?,,
1999-05-30,0:40,-3.14117,35.62483,Kunja birth,HYC,1,M-007,,WP,,"4s, 5a",3s,none,"1s, 5a",au_19990530_0040_M,Tape_N05,02:09,good,reply?,,n,,
1999-05-30,1:33,-3.14117,35.62483,Kunja birth,HYC,1,M-007,,WP,,"2a, 1s, 4a, 1t",,,,,NA,,,?,,y,,
1999-05-30,1:33,-3.14117,35.62483,Kunja birth,HYC,1,M-008,,WP,,7s,,,,,NA,,,reply?,,n,,
1999-05-30,5:31,600m NW of Kunja birth,,p,HYC,1,,,WP,,11a,,,,,NA,,,?,,n,,
1999-05-30,5:57,-3.14117,35.62483,Kunja birth,HYC,1,M-088,,WP,,"1a, 4t, 1a","1a, 3t",none,"1t, 1a",au_19990530_0557_M,Tape_N05,02:43,ok,reply far away,,y,,
1999-05-30,23:16,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,8a,,,,,NA,,,in DH,,n,M-007 GU and AP DH,
1999-05-30,23:16,700m NW of Kunja birth,,p,HYC,1,,,WP,,8a,,,,,NA,,,?,,n,,
1999-05-30,23:33,600m NW of Kunja birth,,p,HYC,1,,N-042?,WP,,"8a, 2t, 1a",,,,,NA,,,N-042 LE den 2327,,n,,
1999-05-31,5:28,2km S of Kunja birth,,p,HYC,1,,,WP,,"1a, 4s, 1t",,,,,NA,,,?,,n,,
1999-05-31,5:50,1km E of Kunja birth,,p,HYC,1,,,WP,,11a,,,,,NA,,,?,,y,,
1999-05-31,5:50,700m S of Kunja birth,,p,HYC,1,,,WP,,"5s, 3a",,,,,NA,,,?,,n,,
1999-05-31,5:54,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,10a,,,,,NA,,,in DH,,y,,
1999-05-31,5:55,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,14a,,,,,NA,,,in DH,,n,,
1999-05-31,18:58,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,10a,,,,,NA,,,in DH,,y,,
1999-05-31,18:58,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,"11a, 1s, 3a or more",,,,,NA,,,"in DH, there were several simultaneous WPs of black cubs in DH",,y,,
1999-05-31,19:00,-3.14117,35.62483,Kunja birth,HYC,1,M-040,,WP,,"1b, 8a, 1t","1b, 3a",none,"5a, 1t",au_19990531_1900_M,Tape_N05,04:16,good,L 10m from DH,,n,,
1999-05-31,19:23,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,9a,,,,,NA,,,in DH,,n,,
1999-05-31,19:40,-3.14117,35.62483,Kunja birth,HYC,1,,black,WP,,10a,,,,,NA,,,in DH,,n,,
1999-06-01,2:20,-3.14117,35.62483,Kunja birth,HYC,1,M-125,,WP,,10a,,,,,NA,,,after GT M-009,,n,,
1999-06-04,7:13,-3.18017,35.58583,Lemur,HYC,1,L-042,,WP,,"4a, 5s, 4a, 1t",,,,,NA,,,at den,,n,,
1999-12-05,18:39,-3.14700,35.57450,Empakai,HYC,1,E-040,,WP,,"5a, 6s, 1t",,,,,NA,,,"after being CH by E-001 + E-004, LE den area",,n,,
1999-12-06,6:43,-3.14917,35.58317,p,HYC,1,M-087,,WP,,"1a, 4s, 1a, 1s, 1a",,,,,NA,,,reply to WP from Lemalas?,,n,,
1999-12-15,17:26,-3.17833,35.55400,p,HYC,1,L-040,,WP,,"6s, 2a",,,,,NA,,,while WA,,n,,
2000-01-08,18:22,-3.18950,35.59867,Lome 4,HYC,1,L-042,,WP,,"1a, 5s, 2a, 1t",,,,,NA,,,while LE den area,,n,,
2000-01-09,17:44,-3.18950,35.59867,Lome 4,HYC,1,L-042,,WP,,"5s, 7a, 1t",,,,,NA,,,while AP den area,,n,it is raining,
2000-01-10,7:47,-3.15850,35.60383,Mais,HYC,1,M-140,,WP,,"1b, 11a",,,,,NA,,,after M-115 AP DH where M-140 was in,,n,,
2000-01-12,8:56,-3.17450,35.55067,p,HYC,1,A-054,,WP,,"10a, 1t",,,,,NA,,,after CH A-040 together with A-084 and having made SSF with A-084,,n,,
2000-02-05,6:35,-3.16283,35.60350,Maielo,HYC,1,L-040,,WP,,"1a, 1s, 2a, 2t",,,,,NA,,,while L and looking at A-056 who AP,,n,,
2000-02-05,6:50,200m of Maielo,,p,HYC,1,A-056,,WP,,"1a, 6s, 3a",,,,,NA,,,while WA away from den,,y,,
2000-02-05,6:50,1km S of Maielo,,p,HYC,1,,,WP,,12a,,,,,NA,,,reply to previous WP?,,n,,
2000-02-05,7:00,-3.16283,35.60350,Maielo,HYC,1,A-087,,WP,,"1a, 4s, 2a",,,,,NA,,,while LE den area,,n,,
2000-02-05,17:57,-3.15783,35.49350,Alibara,HYC,1,A-013,,WP,,"3a, 1s, 2a",,,,,NA,,,after cub R into DH bec A-050 AP,,n,,
2000-02-08,6:59,-3.18267,35.50217,p,HYC,1,S-042,,WP,,5s,,,,,NA,,,when L-084 AP him,,y?,,
2000-02-08,7:00,600m from previous location,,p,HYC,1,,,WP,,"5s, 1a, 1s, 1a",,,,,NA,,,reply?,,n,,
2000-02-24,18:55,-3.18783,35.58417,Long grass,HYC,1,L-040,,WP,,"1b, 1a, 8s, 2a",,,,,NA,,,while WA in den area,,n,after WP he takes an EQ leg L-127 was CW from,
2000-02-26,10:14,-3.23617,35.53333,p,HYC,1,L-044,,WP,,"5a, 1t",,,,,NA,,,wihle L in mud; L-045 AP L-044 after WP,,n,,
2000-02-28,7:03 - 7:30,-3.14083,35.49883,p,HYC,1,,many,WP,,simultaneous WP,,,no,,NA,,,"while surrounding a LI adf that was L in LG, 20 Airstrips around",,n,,
2000-03-03,18:20,400m N of Arena,,p,HYC,1,A-050,,WP,,"1b, 17a, 1t",,,,,NA,,,while RE next to A-040 who CW on WI H + BB,,n,A-102 also around,
2000-09-03,7:57,-3.15967,35.59883,Mape,HYC,1,M-040,,WP,,"5a, 1t, 2a",,,,,NA,,,was l at den together with m-007 + 8 cubs,,n,,
2000-09-03,8:17,-3.15967,35.59883,Mape,HYC,1,M-040,,WP,,"4a, 1t",,,,,NA,,,"after ap p tu m-046, m-052, n-042",,n,,
2000-09-03,8:22,-3.15967,35.59883,Mape,HYC,1,M-040,,WP,,"2a, 1t, 2a, 1t, 1a, 1t",,,,,NA,,,together with m-007 and 8 cubs,,n,,
2000-09-03,8:30,-3.15967,35.59883,Mape,HYC,1,M-040,,WP,,6a,,,,,NA,,,together with m-007 and 8 cubs,,n,,
2000-09-08,17:30,-3.16900,35.55883,Locki,HYC,1,L-042,,WP,,"1a, 4s, 1a, 1s, 2a, 2t",,,,,NA,,,while le den,,n,,
2000-09-09,7:01,-3.17167,35.57333,luchs,HYC,1,X-014,,WP,,"1a, 2s, 3a, 2t",,,,,NA,,,while le den area,,y ?,reply 3 min after this call,
2000-09-09,7:04,,,p,HYC,1,,,WP,,"6s, 1a, 1t",,,,,NA,,,3 min after whoop by x-014,,n,,
2000-09-17,6:33,,,,HYC,1,,M-081 or M-017,WP,,alarm,,,,,NA,,,"A-056 ap den, both adf look around, cubs r into dh",,,,
2000-09-21,9:13,-3.15733,35.60733,Masala,HYC,1,M-040,,WP,,"6a, 1s, 2a, 2t",,,,,NA,,,"a lot of animals around, also a lot af adm, M-040 shadowing M-006",,n,,
2000-09-22,17:54,-3.15733,35.60733,Masala,HYC,1,M-148,,WP,,6a,,,,,NA,,,m-017 ap den,,n,,
2000-10-10,8:45,-3.16900,35.55883,Locki,HYC,1,L-133,,WP,,"1a, 5s, 1a",,,,,NA,,,after being displaced by l-008,,n,,
2000-10-21,18:12,-3.16900,35.55883,Locki,HYC,1,L-040,,WP,,"1a, 7s, 2a",,,,,NA,,,,,n,,
2000-10-24,18:03,-3.14033,35.49733,arena,HYC,1,A-051,,WP,,"1s, 11a",,,,,NA,,,after ap a-016 (su) and being ch 3m by a-016,,n,,
2000-10-24,18:14,-3.14033,35.49733,arena,HYC,1,A-050,,WP,,"1s, 10s",,,,,NA,,,after ap a-001 (su) and being ap by a-127,,n,,
2000-10-25,18:20,-3.14033,35.49733,arena,HYC,1,M-041,,WP,,"1s, 5a, 1t",,,,,NA,,,while le den area,,n,,
2000-10-25,18:36,-3.14033,35.49733,arena,HYC,1,M-051,,WP,,"2a, 4s, 3a",,,,,NA,,,shortly before le den area,,n,,
2000-10-25,18:42,-3.14033,35.49733,arena,HYC,1,A-051,,WP,,"8a, 1t",,,,,NA,,,while le den area,,y,,
2000-10-25,18:42,500m se of arena den,,p,HYC,1,,,WP,,6a,,,,,NA,,,reply,,n,may be m-041 or m-051,
2000-10-25,18:47,400m s of arena den,,p,HYC,1,,,WP,,"2a, 4s, 8a, 1t",,,,,NA,,,reply ?,,n,,
2000-10-29,18:35,-3.16900,35.55883,locki,HYC,1,L-088,,WP,,"1a, 2s, 5a, 1t, 2a, 1t",,,,,NA,,,while l in den area,,n,,
2000-10-30,17:37,-3.14033,35.49733,arena,HYC,1,A-050,,WP,,"10a, 1t",,,,,NA,,,"while le den area, after sf a-009 + m-053",,y ?,,
2000-10-30,17:39,1km from arena den,,p,HYC,1,,,WP,,11a,,,,,NA,,,"while standing, reply ?",,n,,
2000-10-31,18:27,-3.16900,35.55883,locki,HYC,1,L-088,,WP,,"2a, 2s, 5a, 1t",,,,,NA,,,while l,,n,,
2000-11-10,8:00,-3.16900,35.55883,Locki,HYC,1,A-046,,WP,,"1a, 6s, 2a, 1t",,,,,NA,,,while le den area,,n,during focal follow of a-054,
2000-11-10,8:44,-3.16900,35.55883,locki,HYC,1,L-143,,WP,,"3a, 3s",,,,,NA,,,while s at dh,,n,"l-084 (l 60m away) gu, wa to l-143, lk body",
2000-11-12,7:53,,,p,HYC,1,A-054,,WP,,"13a, 1t",,,,,NA,,,"3 Shambas (intruding) are feeding on OS eggs, A-054 50m away, prob tries to recruit other Lemalas, but nobody comes","kill, at ostrich nest, intrusion",n,,
2000-11-12,7:54,,,p,HYC,1,A-054,,WP,,14a,,,,,NA,,,"3 Shambas (intruding) are feeding on OS eggs, A-054 50m away, prob tries to recruit other Lemalas, but nobody comes","kill, at ostrich nest, intrusion",n,,
2000-11-13,6:54,,,p,HYC,1,S-090,,WP,,5s,,,,,NA,,,"while wa around, when meeting s-082 + s-085 (who were together with it at carc before)",,n,A-019 comes lo after this wp,
2000-11-22,11:19,-3.16900,35.55883,locki,HYC,1,L-042,,WP,,"1b, 1a, 5s, 1a, 1s, 1a, 1s, 1t",,,,,NA,,,after arriving at den,,n,l-013 gu and ap den when he wp,
2000-11-27,8:05,,,p,HYC,1,A-018,,WP,,"5s, 1a, 1s, 1a",,,,,NA,,,"while ap lioness, lioness gu and sg, most other shambas around",around 3 adf lions,n,,
2000-12-09,6:41,-3.20683,35.57150,sari,HYC,1,T-040,,WP,,"1b, 3a, 6s, 1a, 1t",,,,,NA,,,"after wp from l-terr, while wa out of den area p with s-040",,n,,
2001-07-12,7:48,-3.15383,35.61367,mist,HYC,1,A-087,,WP,,"2a, 3s, 2a",,,,,NA,,,while le den area,,y ?,,
2001-07-12,7:49,-3.15383,35.61367,mist,HYC,1,L-163,,WP,,"1a, 2s, 3a",,,,,NA,,,after a-087 wp and le den area,,n,,
2001-07-15,8:45,,,p,HYC,1,L-015,,WP,,"1a, 12s, 1t",,,,,NA,,,"during boudary encoutner, l-015 + l-130 ap scene, 6 Airstrip not far from 8 other Lemalas, they chase TU the Airstrip for about 200m towards rim",in a-terr,n,,
2001-07-15,8:45,,,p,HYC,1,L-130,,WP,,about 5s,,,,,NA,,,starts wp after fourth wp of l-015,,n,,
2001-07-21,8:02,,,p,HYC,1,S-042,,WP,,unknown,,,no,,NA,,,"after le kill, before airstrips ap","kill, in a-terr",together with f-043,,
2001-07-21,8:02,,,p,HYC,1,F-043,,WP,,unknown,,,no,,NA,,,"after le kill, before airstrips ap","kill, in a-terr",together with s-042,,
2001-07-22,18:42,-3.15383,35.61367,mist,HYC,1,A-093,,WP,,"1a, 5s, 1a",,,,,NA,,,while le den area,,n,,
2001-07-23,6:48,close to mist,,p,HYC,1,M-008,,WP,,"1a, 6s, 2a, 1t",,,,,NA,,,after le den area,,y,,
2001-07-23,6:48,close to mist,,p,HYC,1,N-042,,WP,,"12a, 1t",,,,,NA,,,after le den area,,n,,
2001-07-26,11:00,close to border of a-terr,,p,HYC,1,L-004,,WP,,"11a, 1t",,,,,NA,,,wa around with her two cubs,,n,,
2001-07-26,11:15,close to border of a-terr,,p,HYC,1,X-014,,WP,,7a,,,,,NA,,,"after having met l-004, l-040 + a-054",,n,,
2001-07-31,7:49,,,p,HYC,1,L-095,,WP,,"1a, 4s, 2a",,,,,NA,,,"at WI kill with many immigrants, while ap carcass",kill,n,,
2001-08-01,7:03,,,p,HYC,1,M-092,,WP,,"2s, 5a, 1t",,,,,NA,,,"while lo in direction of munge territory, Munges were struggling with lions over a kill",,n,,
2001-08-03,8:00,,,p,HYC,1,L-095,,WP,,"1a, 4s, 1a, 1t",,,,,NA,,,while wa away from kill,kill,y,,
2001-08-03,8:00,,,p,HYC,1,,,WP,,"4s, 3t",,,,,NA,,,reply to l-095,kill,n,,
2001-08-07,18:27,200m S of mist den,,p,HYC,1,,,WP,,"14a, 1t",,,,,NA,,,,,n,,
2001-08-08,18:30,-3.16900,35.55883,locki,HYC,1,L-101,,AC,,alarm,,,no,,NA,,,"l-101 tries to SU l-146 + l-147, but is harassed a lot by l-160 + l-161",,,,
2001-08-14,8:18,,,p,HYC,1,A-085,,AC,,alarm,,,no,,NA,,,"we ap, A-085 makes several ac, he and other males re from carc",kill,,,
2001-08-16,6:57,-3.21800,35.57400,p,HYC,1,,,WP,,"4s, 3a",,,,,NA,,,while wa around with other cubs,,y ?,,
2001-08-16,6:57,-3.21800,35.57400,p,HYC,1,N-082,,WP,,13a,,,,,NA,,,while wa around in territory,,n,,
2001-08-20,07:06,-3.15050,35.52083,agame,HYC,1,A-011,,WP,,"4a, 1t",,,,,NA,,,"while l, a-048 gt him",,n,,
2001-08-20,18:58,-3.16900,35.55883,locki,HYC,1,L-040,,WP,,"7s, 1a, 1t",,,,,NA,,,after having ap and sf l-096,,n,,
2001-08-21,8:40,,,p,HYC,1,E-044,,WP,,8a,,,,,NA,,,"after arriving at kill, recruiting","at LI kill with MG-017, MG-018, MG-019, MG-020",n,,
2001-08-21,8:41,,,p,HYC,1,M-007,,WP,,6a,,,,,NA,,,"after arriving at kill, recruiting","at LI kill with MG-017, MG-018, MG-019, MG-020",n,,
2001-08-21,9:08,,,p,HYC,1,M-139,,WP,,"2a, 4s",,,,,NA,,,Munges took kill over from Ngoitokitoks at 9:02,"at LI kill with MG-017, MG-018, MG-019, MG-020",y,more wp from Ngoitokitoks,
2001-09-01,7:20,,,p,HYC,1,M-051,,WP,,"2a, 4s, 3a, 1t",,,,,NA,,,after baiting a-080 with 3 other males,,n,,
2001-09-02,18:43,-3.16900,35.55883,locki,HYC,1,L-040,,WP,,"9s, 1a",,,,,NA,,,before leaving den area,,y ?,,
2001-09-02,18:43,-3.16900,35.55883,locki,HYC,1,,,WP,,"6s, and, more",,,,,NA,,,reply to wp of L-040?,,n,,
2001-09-09,18:55,-3.16900,35.55883,locki,HYC,1,L-138,,WP,,"1a, 4s, 1a, 1t",,,,,NA,,,"while at den, herd of 9 bu passing den",,y,,
2001-09-09,18:55,-3.16900,35.55883,locki,HYC,1,,,WP,,"1a, 4s",,,,,NA,,,reply,,y,,
2001-09-09,18:55,-3.16900,35.55883,locki,HYC,1,,,WP,,"1a, 2s, 4a, 1t",,,,,NA,,,reply,,y,,
2001-09-09,18:56,-3.16900,35.55883,locki,HYC,1,,,WP,,unknown,,,no,,NA,,,reply,,y,,
2001-09-09,18:59,-3.16900,35.55883,locki,HYC,1,,,WP,,"1s, 8s, 2a",,,,,NA,,,,,n,,
2001-09-12,9:58,-3.16283,35.57017,p,HYC,1,E-089,,WP,,"1a, 1s, 2a, 3s, 4a",,,,,NA,,,"boundary clash with lemalas, while ap to kill together with e-090",kill,two other hy wp also,,
2001-09-16,8:16,just outside eagle den,,p,HYC,1,M-087,,WP,,"1a, 2s, 3a",,,,,NA,,,just after le den area,,n,during focal follow,
2001-09-18,18:33,,,p,HYC,1,M-053,,WP,,"5s, 2a",,,,,NA,,,"after having lost a-080 (who he was shadowing), while r through territory searching for s-080",,n,,
2001-09-19,6:40,-3.21483,35.56983,p,HYC,1,N-088,,WP,,"4s, 1a, 1t",,,,,NA,,,while wa around in s-terr,,n,,
2001-09-19,7:05,-3.22400,35.57383,p,HYC,1,N-093,,WP,,unknown,,,no,,NA,,,while wa around in s-terr,,y ?,,
2001-09-19,7:06,-3.22400,35.57383,p,HYC,1,N-088,,WP,,unknown,,,no,,NA,,,"while wa around in s-terr, joins wp by n-093",,n,,
