date,pop_size,A_cubfem,E_cubfem,F_cubfem,L_cubfem,M_cubfem,N_cubfem,S_cubfem,T_cubfem,A_adultfem,E_adultfem,F_adultfem,L_adultfem,M_adultfem,N_adultfem,S_adultfem,T_adultfem,A_cubmale,E_cubmale,F_cubmale,L_cubmale,M_cubmale,N_cubmale,S_cubmale,T_cubmale,A_philomale,E_philomale,F_philomale,L_philomale,M_philomale,N_philomale,S_philomale,T_philomale,A_dispmale,E_dispmale,F_dispmale,L_dispmale,M_dispmale,N_dispmale,S_dispmale,T_dispmale,A_cubfem_dead,E_cubfem_dead,F_cubfem_dead,L_cubfem_dead,M_cubfem_dead,N_cubfem_dead,S_cubfem_dead,T_cubfem_dead,A_adultfem_dead,E_adultfem_dead,F_adultfem_dead,L_adultfem_dead,M_adultfem_dead,N_adultfem_dead,S_adultfem_dead,T_adultfem_dead,A_cubmale_dead,E_cubmale_dead,F_cubmale_dead,L_cubmale_dead,M_cubmale_dead,N_cubmale_dead,S_cubmale_dead,T_cubmale_dead,A_philomale_dead,E_philomale_dead,F_philomale_dead,L_philomale_dead,M_philomale_dead,N_philomale_dead,S_philomale_dead,T_philomale_dead,A_dispmale_dead,E_dispmale_dead,F_dispmale_dead,L_dispmale_dead,M_dispmale_dead,N_dispmale_dead,S_dispmale_dead,T_dispmale_dead,A_mothers,E_mothers,F_mothers,L_mothers,M_mothers,N_mothers,S_mothers,T_mothers,A_fathers,E_fathers,F_fathers,L_fathers,M_fathers,N_fathers,S_fathers,T_fathers
1996-04-12,178,4,4,3,4,8,1,0,2,13,4,5,12,15,6,5,5,11,3,1,5,8,6,0,2,13,2,4,8,14,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-05-12,183,6,4,3,3,6,1,1,2,12,4,5,14,16,7,5,5,12,3,1,6,6,5,0,2,13,2,3,6,8,2,1,2,4,2,1,3,2,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,1,0,3,0,0,2,0,1,1,0
1996-06-12,190,8,5,3,5,4,1,2,3,13,4,5,14,15,7,5,5,12,3,1,5,6,6,1,2,11,2,3,6,8,3,1,2,4,2,2,3,3,1,1,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,2,1,0,1,0,1,1,1
1996-07-12,196,7,5,3,4,4,2,3,4,13,4,5,15,14,7,5,5,12,3,1,7,6,7,2,3,10,2,3,6,8,3,1,2,4,2,2,3,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,1,0,1,1,1
1996-08-12,199,8,5,4,4,4,2,3,4,13,4,5,15,14,7,5,5,11,2,2,7,6,7,2,3,10,2,3,6,8,3,1,2,4,2,2,4,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1996-09-12,204,8,4,5,4,4,2,4,4,13,4,5,15,14,7,5,5,11,2,3,7,9,7,3,3,10,2,3,6,8,2,1,2,4,2,2,4,3,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,1,0
1996-10-12,207,6,4,5,4,4,2,4,4,15,4,5,15,14,7,5,5,11,1,3,7,10,8,3,3,10,2,3,6,8,2,1,2,4,2,3,4,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
1996-11-12,218,6,6,5,4,5,2,4,4,15,4,5,15,14,7,5,5,12,3,4,7,13,9,3,3,10,2,3,6,8,2,1,2,4,2,3,4,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,0,0,1,2,1,0,2,1,0,0
1996-12-12,221,7,6,5,4,5,2,4,4,15,4,5,15,14,7,5,5,13,3,4,7,13,8,3,4,10,2,3,6,8,3,1,2,4,2,3,4,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1997-01-12,222,7,6,5,4,5,2,4,2,15,4,5,15,14,7,5,6,13,3,4,8,14,8,3,4,9,2,3,6,8,3,1,2,4,3,3,4,3,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1997-02-12,229,10,6,4,5,7,2,4,2,13,4,6,15,14,7,5,6,13,3,3,11,14,9,3,4,9,2,3,6,8,3,1,2,4,3,3,4,3,2,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,1,0,0,2,0,0,3,1,1,0,0
1997-03-12,230,10,7,3,5,6,2,4,2,13,4,6,15,15,7,5,6,12,4,3,12,13,9,3,3,9,2,3,6,8,3,1,2,5,3,3,4,4,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0
1997-04-12,232,10,7,3,5,6,2,4,2,12,4,6,15,14,7,5,6,12,4,3,14,13,8,4,3,9,2,3,6,8,4,1,2,4,3,3,4,6,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,1,1
1997-05-12,238,12,7,4,6,5,3,4,2,12,4,6,15,15,7,5,6,12,4,4,14,13,8,4,3,8,2,3,6,8,4,1,2,4,3,3,5,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0
1997-06-12,237,12,7,5,6,5,3,4,2,12,4,6,14,15,7,5,6,12,4,4,13,14,7,4,3,8,2,3,6,8,4,1,2,4,3,3,5,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1997-07-12,239,13,6,5,5,6,3,4,2,12,5,6,15,14,7,5,5,13,3,4,14,14,7,4,3,8,3,3,6,8,4,1,2,4,3,3,5,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
1997-08-12,245,14,6,5,5,7,3,4,2,12,5,6,15,14,7,5,5,14,3,4,14,14,6,7,3,8,3,3,6,7,4,1,2,6,3,3,6,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0
1997-09-12,254,15,6,5,7,7,3,5,2,12,5,6,15,14,7,5,5,14,3,4,13,16,7,8,3,8,3,3,6,7,4,1,2,7,3,3,6,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,0,0,1,2,1,1,0
1997-10-12,261,15,7,6,8,6,4,5,2,12,5,6,15,15,7,5,5,14,3,4,14,16,7,8,3,8,3,3,6,7,4,1,2,7,4,4,6,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,1,0,0
1997-11-12,267,18,6,6,8,8,4,5,2,12,6,6,15,15,7,5,5,14,3,4,13,17,7,8,3,8,3,3,6,7,4,1,2,7,5,4,6,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
1997-12-12,270,19,6,6,8,8,5,6,2,12,6,6,15,16,7,5,5,12,3,4,13,16,7,9,3,9,3,3,6,7,4,1,2,7,5,4,6,6,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,2,1,1,0
1998-01-12,271,19,6,6,8,8,5,6,2,12,6,6,15,16,7,5,5,10,3,4,13,14,7,9,4,9,3,3,6,7,4,1,2,7,6,6,6,6,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1998-02-12,273,20,5,5,8,7,5,6,3,12,7,6,15,16,7,5,5,12,3,4,13,14,7,9,4,9,3,3,6,6,4,1,2,8,6,6,6,6,2,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1998-03-12,279,21,6,5,8,8,5,7,3,12,7,7,15,16,7,5,5,12,3,5,13,14,7,10,4,9,3,3,6,6,4,1,2,8,6,6,6,6,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,1,1,1,0,1,0,1,0
1998-04-12,286,21,6,6,10,9,5,7,4,12,7,7,15,15,7,5,5,14,3,5,15,13,7,10,4,9,3,3,6,6,4,1,2,8,6,6,6,6,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,1,0,1,2,1,0,0,1
1998-05-12,288,18,6,6,11,10,4,6,4,13,7,7,16,15,8,6,5,11,4,5,15,14,8,10,4,9,3,3,6,5,4,1,2,7,6,6,6,7,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,2,1,1,0,0
1998-06-12,299,15,5,6,11,10,5,6,4,16,8,7,17,15,8,7,6,12,4,5,19,13,7,10,5,9,3,3,6,5,4,1,2,7,7,7,6,8,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,1,1,0,0,2,0,1,1,1
1998-07-12,305,15,5,6,11,10,6,5,3,16,8,7,17,15,9,8,7,14,4,5,19,13,6,9,5,9,3,3,6,5,5,1,2,8,7,8,6,8,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1998-08-12,302,13,6,5,11,10,6,5,3,17,8,8,17,14,9,8,7,13,4,4,19,13,6,8,5,9,3,4,6,5,5,1,2,8,8,7,6,8,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1998-09-12,306,13,6,3,11,10,6,4,3,17,8,9,17,14,9,9,7,13,5,4,19,12,6,11,5,9,3,5,6,5,5,1,2,9,8,7,6,7,5,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,2,0
1998-10-12,311,14,6,3,11,11,8,5,3,16,8,9,16,14,9,9,7,14,5,4,19,13,8,10,5,9,3,5,6,5,5,1,2,9,9,7,6,6,4,3,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,1,0,1,0,0,0,1,2,1,0
1998-11-12,312,15,5,4,11,10,8,6,3,16,10,8,16,15,9,9,7,15,3,3,17,10,8,10,5,9,3,5,6,5,5,1,2,9,10,8,8,7,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
1998-12-12,313,16,4,4,11,10,8,6,3,16,10,8,15,15,9,9,7,13,5,3,17,12,8,9,4,9,2,5,6,5,5,1,2,10,9,8,10,7,5,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,2,0,0,2,0,0,0
1999-01-12,315,16,4,5,11,10,8,6,3,16,10,8,15,15,9,9,7,14,5,3,15,11,8,9,4,9,2,5,6,5,5,1,2,11,9,9,10,7,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
1999-02-12,322,17,4,5,10,13,9,6,3,17,10,8,16,15,9,9,7,14,5,3,14,11,8,9,4,9,2,5,6,5,5,1,2,11,10,10,10,7,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,3,1,0,0
